📝 Logging started: resnet152_pdt_20260218_172316.log
✅ CIFAR-100 Data loaded: Train(50000), Val/Test(10000)
Experimental Mode: N/A
Target Model: resnet152 | Dataset: cifar100

[Stage 1] Analyzing Residual Topology for resnet via PyTorch FX...

==================== Final Topology Groups ====================
 Group  1 | Channels:  256 | Layers: layer1.0.conv3 ... (2 layers)
 Group  2 | Channels:  256 | Layers: layer1.0.conv3 ... (3 layers)
 Group  3 | Channels:  256 | Layers: layer1.0.conv3 ... (4 layers)
 Group  4 | Channels:  512 | Layers: layer2.0.conv3 ... (2 layers)
 Group  5 | Channels:  512 | Layers: layer2.0.conv3 ... (3 layers)
 Group  6 | Channels:  512 | Layers: layer2.0.conv3 ... (4 layers)
 Group  7 | Channels:  512 | Layers: layer2.0.conv3 ... (5 layers)
 Group  8 | Channels:  512 | Layers: layer2.0.conv3 ... (6 layers)
 Group  9 | Channels:  512 | Layers: layer2.0.conv3 ... (7 layers)
 Group 10 | Channels:  512 | Layers: layer2.0.conv3 ... (8 layers)
 Group 11 | Channels:  512 | Layers: layer2.0.conv3 ... (9 layers)
 Group 12 | Channels: 1024 | Layers: layer3.0.conv3 ... (2 layers)
 Group 13 | Channels: 1024 | Layers: layer3.0.conv3 ... (3 layers)
 Group 14 | Channels: 1024 | Layers: layer3.0.conv3 ... (4 layers)
 Group 15 | Channels: 1024 | Layers: layer3.0.conv3 ... (5 layers)
 Group 16 | Channels: 1024 | Layers: layer3.0.conv3 ... (6 layers)
 Group 17 | Channels: 1024 | Layers: layer3.0.conv3 ... (7 layers)
 Group 18 | Channels: 1024 | Layers: layer3.0.conv3 ... (8 layers)
 Group 19 | Channels: 1024 | Layers: layer3.0.conv3 ... (9 layers)
 Group 20 | Channels: 1024 | Layers: layer3.0.conv3 ... (10 layers)
 Group 21 | Channels: 1024 | Layers: layer3.0.conv3 ... (11 layers)
 Group 22 | Channels: 1024 | Layers: layer3.0.conv3 ... (12 layers)
 Group 23 | Channels: 1024 | Layers: layer3.0.conv3 ... (13 layers)
 Group 24 | Channels: 1024 | Layers: layer3.0.conv3 ... (14 layers)
 Group 25 | Channels: 1024 | Layers: layer3.0.conv3 ... (15 layers)
 Group 26 | Channels: 1024 | Layers: layer3.0.conv3 ... (16 layers)
 Group 27 | Channels: 1024 | Layers: layer3.0.conv3 ... (17 layers)
 Group 28 | Channels: 1024 | Layers: layer3.0.conv3 ... (18 layers)
 Group 29 | Channels: 1024 | Layers: layer3.0.conv3 ... (19 layers)
 Group 30 | Channels: 1024 | Layers: layer3.0.conv3 ... (20 layers)
 Group 31 | Channels: 1024 | Layers: layer3.0.conv3 ... (21 layers)
 Group 32 | Channels: 1024 | Layers: layer3.0.conv3 ... (22 layers)
 Group 33 | Channels: 1024 | Layers: layer3.0.conv3 ... (23 layers)
 Group 34 | Channels: 1024 | Layers: layer3.0.conv3 ... (24 layers)
 Group 35 | Channels: 1024 | Layers: layer3.0.conv3 ... (25 layers)
 Group 36 | Channels: 1024 | Layers: layer3.0.conv3 ... (26 layers)
 Group 37 | Channels: 1024 | Layers: layer3.0.conv3 ... (27 layers)
 Group 38 | Channels: 1024 | Layers: layer3.0.conv3 ... (28 layers)
 Group 39 | Channels: 1024 | Layers: layer3.0.conv3 ... (29 layers)
 Group 40 | Channels: 1024 | Layers: layer3.0.conv3 ... (30 layers)
 Group 41 | Channels: 1024 | Layers: layer3.0.conv3 ... (31 layers)
 Group 42 | Channels: 1024 | Layers: layer3.0.conv3 ... (32 layers)
 Group 43 | Channels: 1024 | Layers: layer3.0.conv3 ... (33 layers)
 Group 44 | Channels: 1024 | Layers: layer3.0.conv3 ... (34 layers)
 Group 45 | Channels: 1024 | Layers: layer3.0.conv3 ... (35 layers)
 Group 46 | Channels: 1024 | Layers: layer3.0.conv3 ... (36 layers)
 Group 47 | Channels: 1024 | Layers: layer3.0.conv3 ... (37 layers)
 Group 48 | Channels: 2048 | Layers: layer4.0.conv3 ... (2 layers)
 Group 49 | Channels: 2048 | Layers: layer4.0.conv3 ... (3 layers)
 Group 50 | Channels: 2048 | Layers: layer4.0.conv3 ... (4 layers)
===============================================================
[*] Total 50 groups identified.


[Pruner Init] Identified 50 groups for pruning.
[*] Applied Min Survival Guarantee: 10.0%
[System] Initializing PDTPruner (Stable Version)

>>> Strategy: PDT | Total Epochs: 260
>>> Pruning starts at Epoch 60, every 10 epochs.
Epoch 1/260 | Loss: 4.4464 | Val Acc: 6.42% | Peak VRAM: 3895.78 MB
Epoch 47/260 | Loss: 0.5809 | Val Acc: 65.01% | Peak VRAM: 3893.78 MB
Epoch 48/260 | Loss: 0.5649 | Val Acc: 67.37% | Peak VRAM: 3893.78 MB
Epoch 49/260 | Loss: 0.5658 | Val Acc: 66.50% | Peak VRAM: 3893.78 MB
Epoch 50/260 | Loss: 0.5529 | Val Acc: 67.77% | Peak VRAM: 3893.78 MB
Epoch 51/260 | Loss: 0.5566 | Val Acc: 65.93% | Peak VRAM: 3893.78 MB
Epoch 52/260 | Loss: 0.5521 | Val Acc: 66.64% | Peak VRAM: 3893.78 MB
Epoch 53/260 | Loss: 0.5406 | Val Acc: 65.53% | Peak VRAM: 3893.78 MB
Epoch 54/260 | Loss: 0.5375 | Val Acc: 66.10% | Peak VRAM: 3893.78 MB
Epoch 55/260 | Loss: 0.5361 | Val Acc: 66.63% | Peak VRAM: 3893.78 MB
Epoch 56/260 | Loss: 0.5383 | Val Acc: 65.18% | Peak VRAM: 3893.78 MB
Epoch 57/260 | Loss: 0.5343 | Val Acc: 68.42% | Peak VRAM: 3893.78 MB
Epoch 58/260 | Loss: 0.5262 | Val Acc: 65.99% | Peak VRAM: 3893.78 MB
Epoch 59/260 | Loss: 0.5257 | Val Acc: 66.20% | Peak VRAM: 3893.78 MB

[DEBUG] >>> PRUNING @ Epoch 60

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 60/260

============================== PDT Pruning Report: Epoch 60 ==============================
 [*] Pruned this step: 70153 units | VRAM: 4139.3MB -> 4139.3MB
 Group  1 |  246/ 256 |     3.9% | Hessian: 0.063237
 Group  2 |  246/ 256 |     3.9% | Hessian: 0.063237
 Group  3 |  246/ 256 |     3.9% | Hessian: 0.063237
 Group  4 |  510/ 512 |     0.4% | Hessian: 0.073747
 Group  5 |  510/ 512 |     0.4% | Hessian: 0.073747
 Group  6 |  510/ 512 |     0.4% | Hessian: 0.073747
 Group  7 |  510/ 512 |     0.4% | Hessian: 0.073747
 Group  8 |  510/ 512 |     0.4% | Hessian: 0.073747
 Group  9 |  510/ 512 |     0.4% | Hessian: 0.073747
 Group 10 |  510/ 512 |     0.4% | Hessian: 0.073747
 Group 11 |  510/ 512 |     0.4% | Hessian: 0.073747
 Group 12 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 13 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 14 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 15 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 16 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 17 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 18 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 19 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 20 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 21 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 22 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 23 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 24 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 25 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 26 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 27 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 28 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 29 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 30 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 31 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 32 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 33 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 34 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 35 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 36 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 37 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 38 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 39 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 40 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 41 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 42 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 43 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 44 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 45 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 46 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 47 |  743/1024 |    27.4% | Hessian: 0.099198
 Group 48 | 1647/2048 |    19.6% | Hessian: 0.078943
 Group 49 | 1647/2048 |    19.6% | Hessian: 0.078943
 Group 50 | 1647/2048 |    19.6% | Hessian: 0.078943

[Scientific Metrics] 🟢 Size: 207.64MB | 🔵 Sparsity: 6.46% | 🟡 Speedup: 1.07x
=========================================================================================


[Scientific Metrics - Epoch 60]
 🟢 Model Size: 221.98 MB -> 207.64 MB
 🔵 Sparsity: 15.84 %
 🟡 Speedup: 1.07x
💾 Checkpoint saved: resnet152_pdt_ep60_sp15.84.pth
Epoch 60/260 | Loss: 0.6189 | Val Acc: 66.96% | Peak VRAM: 15868.99 MB
Epoch 61/260 | Loss: 0.6023 | Val Acc: 63.19% | Peak VRAM: 3893.78 MB
Epoch 62/260 | Loss: 0.5929 | Val Acc: 65.30% | Peak VRAM: 3893.78 MB
Epoch 63/260 | Loss: 0.5771 | Val Acc: 65.76% | Peak VRAM: 3893.78 MB
Epoch 64/260 | Loss: 0.5742 | Val Acc: 67.65% | Peak VRAM: 3893.78 MB
Epoch 65/260 | Loss: 0.5601 | Val Acc: 66.74% | Peak VRAM: 3893.78 MB
Epoch 66/260 | Loss: 0.5600 | Val Acc: 66.03% | Peak VRAM: 3893.78 MB
Epoch 67/260 | Loss: 0.5593 | Val Acc: 67.14% | Peak VRAM: 3893.78 MB
Epoch 68/260 | Loss: 0.5501 | Val Acc: 66.25% | Peak VRAM: 3893.78 MB
Epoch 69/260 | Loss: 0.5449 | Val Acc: 67.05% | Peak VRAM: 3893.78 MB

[DEBUG] >>> PRUNING @ Epoch 70

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 70/260

============================== PDT Pruning Report: Epoch 70 ==============================
 [*] Pruned this step: 0 units | VRAM: 4140.3MB -> 4140.3MB
 Group  1 |  246/ 256 |     3.9% | Hessian: 0.089210
 Group  2 |  246/ 256 |     3.9% | Hessian: 0.089210
 Group  3 |  246/ 256 |     3.9% | Hessian: 0.089210
 Group  4 |  510/ 512 |     0.4% | Hessian: 0.061371
 Group  5 |  510/ 512 |     0.4% | Hessian: 0.061371
 Group  6 |  510/ 512 |     0.4% | Hessian: 0.061371
 Group  7 |  510/ 512 |     0.4% | Hessian: 0.061371
 Group  8 |  510/ 512 |     0.4% | Hessian: 0.061371
 Group  9 |  510/ 512 |     0.4% | Hessian: 0.061371
 Group 10 |  510/ 512 |     0.4% | Hessian: 0.061371
 Group 11 |  510/ 512 |     0.4% | Hessian: 0.061371
 Group 12 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 13 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 14 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 15 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 16 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 17 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 18 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 19 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 20 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 21 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 22 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 23 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 24 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 25 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 26 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 27 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 28 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 29 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 30 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 31 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 32 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 33 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 34 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 35 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 36 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 37 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 38 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 39 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 40 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 41 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 42 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 43 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 44 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 45 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 46 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 47 |  743/1024 |    27.4% | Hessian: 0.057459
 Group 48 | 1647/2048 |    19.6% | Hessian: 0.055923
 Group 49 | 1647/2048 |    19.6% | Hessian: 0.055923
 Group 50 | 1647/2048 |    19.6% | Hessian: 0.055923

[Scientific Metrics] 🟢 Size: 207.64MB | 🔵 Sparsity: 6.46% | 🟡 Speedup: 1.07x
=========================================================================================


[Scientific Metrics - Epoch 70]
 🟢 Model Size: 221.98 MB -> 207.64 MB
 🔵 Sparsity: 15.84 %
 🟡 Speedup: 1.07x
💾 Checkpoint saved: resnet152_pdt_ep70_sp15.84.pth
Epoch 70/260 | Loss: 0.5349 | Val Acc: 67.66% | Peak VRAM: 15869.24 MB
Epoch 71/260 | Loss: 0.5336 | Val Acc: 67.05% | Peak VRAM: 3895.78 MB
Epoch 72/260 | Loss: 0.5329 | Val Acc: 67.16% | Peak VRAM: 3895.78 MB
Epoch 73/260 | Loss: 0.5265 | Val Acc: 67.33% | Peak VRAM: 3895.78 MB
Epoch 74/260 | Loss: 0.5249 | Val Acc: 64.77% | Peak VRAM: 3895.78 MB
Epoch 75/260 | Loss: 0.5199 | Val Acc: 66.70% | Peak VRAM: 3895.78 MB
Epoch 76/260 | Loss: 0.5184 | Val Acc: 67.83% | Peak VRAM: 3895.78 MB
Epoch 77/260 | Loss: 0.5184 | Val Acc: 67.84% | Peak VRAM: 3895.78 MB
Epoch 78/260 | Loss: 0.5127 | Val Acc: 67.73% | Peak VRAM: 3895.78 MB
Epoch 79/260 | Loss: 0.5118 | Val Acc: 65.08% | Peak VRAM: 3895.78 MB

[DEBUG] >>> PRUNING @ Epoch 80

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 80/260

============================== PDT Pruning Report: Epoch 80 ==============================
 [*] Pruned this step: 13 units | VRAM: 4142.8MB -> 4142.8MB
 Group  1 |  242/ 256 |     5.5% | Hessian: 0.112385
 Group  2 |  242/ 256 |     5.5% | Hessian: 0.112385
 Group  3 |  242/ 256 |     5.5% | Hessian: 0.112385
 Group  4 |  509/ 512 |     0.6% | Hessian: 0.084169
 Group  5 |  509/ 512 |     0.6% | Hessian: 0.084169
 Group  6 |  509/ 512 |     0.6% | Hessian: 0.084169
 Group  7 |  509/ 512 |     0.6% | Hessian: 0.084169
 Group  8 |  509/ 512 |     0.6% | Hessian: 0.084169
 Group  9 |  509/ 512 |     0.6% | Hessian: 0.084169
 Group 10 |  509/ 512 |     0.6% | Hessian: 0.084169
 Group 11 |  509/ 512 |     0.6% | Hessian: 0.084169
 Group 12 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 13 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 14 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 15 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 16 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 17 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 18 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 19 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 20 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 21 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 22 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 23 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 24 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 25 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 26 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 27 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 28 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 29 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 30 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 31 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 32 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 33 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 34 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 35 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 36 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 37 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 38 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 39 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 40 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 41 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 42 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 43 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 44 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 45 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 46 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 47 |  743/1024 |    27.4% | Hessian: 0.090199
 Group 48 | 1647/2048 |    19.6% | Hessian: 0.084014
 Group 49 | 1647/2048 |    19.6% | Hessian: 0.084014
 Group 50 | 1647/2048 |    19.6% | Hessian: 0.084014

[Scientific Metrics] 🟢 Size: 207.63MB | 🔵 Sparsity: 6.46% | 🟡 Speedup: 1.07x
=========================================================================================


[Scientific Metrics - Epoch 80]
 🟢 Model Size: 221.98 MB -> 207.63 MB
 🔵 Sparsity: 15.86 %
