📝 Logging started: resnet152_pdt_20260218_130350.log
✅ CIFAR-100 Data loaded: Train(50000), Val/Test(10000)
Experimental Mode: N/A
Target Model: resnet152 | Dataset: cifar100

[Stage 1] Analyzing Residual Topology for resnet via PyTorch FX...

==================== Final Topology Groups ====================
 Group  1 | Channels:  256 | Layers: layer1.0.conv3 ... (2 layers)
 Group  2 | Channels:  256 | Layers: layer1.0.conv3 ... (3 layers)
 Group  3 | Channels:  256 | Layers: layer1.0.conv3 ... (4 layers)
 Group  4 | Channels:  512 | Layers: layer2.0.conv3 ... (2 layers)
 Group  5 | Channels:  512 | Layers: layer2.0.conv3 ... (3 layers)
 Group  6 | Channels:  512 | Layers: layer2.0.conv3 ... (4 layers)
 Group  7 | Channels:  512 | Layers: layer2.0.conv3 ... (5 layers)
 Group  8 | Channels:  512 | Layers: layer2.0.conv3 ... (6 layers)
 Group  9 | Channels:  512 | Layers: layer2.0.conv3 ... (7 layers)
 Group 10 | Channels:  512 | Layers: layer2.0.conv3 ... (8 layers)
 Group 11 | Channels:  512 | Layers: layer2.0.conv3 ... (9 layers)
 Group 12 | Channels: 1024 | Layers: layer3.0.conv3 ... (2 layers)
 Group 13 | Channels: 1024 | Layers: layer3.0.conv3 ... (3 layers)
 Group 14 | Channels: 1024 | Layers: layer3.0.conv3 ... (4 layers)
 Group 15 | Channels: 1024 | Layers: layer3.0.conv3 ... (5 layers)
 Group 16 | Channels: 1024 | Layers: layer3.0.conv3 ... (6 layers)
 Group 17 | Channels: 1024 | Layers: layer3.0.conv3 ... (7 layers)
 Group 18 | Channels: 1024 | Layers: layer3.0.conv3 ... (8 layers)
 Group 19 | Channels: 1024 | Layers: layer3.0.conv3 ... (9 layers)
 Group 20 | Channels: 1024 | Layers: layer3.0.conv3 ... (10 layers)
 Group 21 | Channels: 1024 | Layers: layer3.0.conv3 ... (11 layers)
 Group 22 | Channels: 1024 | Layers: layer3.0.conv3 ... (12 layers)
 Group 23 | Channels: 1024 | Layers: layer3.0.conv3 ... (13 layers)
 Group 24 | Channels: 1024 | Layers: layer3.0.conv3 ... (14 layers)
 Group 25 | Channels: 1024 | Layers: layer3.0.conv3 ... (15 layers)
 Group 26 | Channels: 1024 | Layers: layer3.0.conv3 ... (16 layers)
 Group 27 | Channels: 1024 | Layers: layer3.0.conv3 ... (17 layers)
 Group 28 | Channels: 1024 | Layers: layer3.0.conv3 ... (18 layers)
 Group 29 | Channels: 1024 | Layers: layer3.0.conv3 ... (19 layers)
 Group 30 | Channels: 1024 | Layers: layer3.0.conv3 ... (20 layers)
 Group 31 | Channels: 1024 | Layers: layer3.0.conv3 ... (21 layers)
 Group 32 | Channels: 1024 | Layers: layer3.0.conv3 ... (22 layers)
 Group 33 | Channels: 1024 | Layers: layer3.0.conv3 ... (23 layers)
 Group 34 | Channels: 1024 | Layers: layer3.0.conv3 ... (24 layers)
 Group 35 | Channels: 1024 | Layers: layer3.0.conv3 ... (25 layers)
 Group 36 | Channels: 1024 | Layers: layer3.0.conv3 ... (26 layers)
 Group 37 | Channels: 1024 | Layers: layer3.0.conv3 ... (27 layers)
 Group 38 | Channels: 1024 | Layers: layer3.0.conv3 ... (28 layers)
 Group 39 | Channels: 1024 | Layers: layer3.0.conv3 ... (29 layers)
 Group 40 | Channels: 1024 | Layers: layer3.0.conv3 ... (30 layers)
 Group 41 | Channels: 1024 | Layers: layer3.0.conv3 ... (31 layers)
 Group 42 | Channels: 1024 | Layers: layer3.0.conv3 ... (32 layers)
 Group 43 | Channels: 1024 | Layers: layer3.0.conv3 ... (33 layers)
 Group 44 | Channels: 1024 | Layers: layer3.0.conv3 ... (34 layers)
 Group 45 | Channels: 1024 | Layers: layer3.0.conv3 ... (35 layers)
 Group 46 | Channels: 1024 | Layers: layer3.0.conv3 ... (36 layers)
 Group 47 | Channels: 1024 | Layers: layer3.0.conv3 ... (37 layers)
 Group 48 | Channels: 2048 | Layers: layer4.0.conv3 ... (2 layers)
 Group 49 | Channels: 2048 | Layers: layer4.0.conv3 ... (3 layers)
 Group 50 | Channels: 2048 | Layers: layer4.0.conv3 ... (4 layers)
===============================================================
[*] Total 50 groups identified.


[Pruner Init] Identified 50 groups for pruning.
[*] Applied Min Survival Guarantee: 10.0%
[System] Initializing PDTPruner (Stable Version)

>>> Strategy: PDT | Total Epochs: 300
>>> Pruning starts at Epoch 40, every 10 epochs.
Epoch 1/300 | Loss: 4.4237 | Val Acc: 7.68% | Peak VRAM: 3895.78 MB
 Group  8 |  511/ 512 |     0.2% | Hessian: 0.115292
 Group  9 |  511/ 512 |     0.2% | Hessian: 0.115292
 Group 10 |  511/ 512 |     0.2% | Hessian: 0.115292
 Group 11 |  511/ 512 |     0.2% | Hessian: 0.115292
 Group 12 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 13 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 14 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 15 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 16 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 17 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 18 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 19 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 20 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 21 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 22 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 23 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 24 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 25 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 26 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 27 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 28 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 29 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 30 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 31 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 32 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 33 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 34 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 35 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 36 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 37 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 38 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 39 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 40 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 41 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 42 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 43 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 44 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 45 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 46 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 47 |  763/1024 |    25.5% | Hessian: 0.064509
 Group 48 | 1454/2048 |    29.0% | Hessian: 0.039236
 Group 49 | 1454/2048 |    29.0% | Hessian: 0.039236
 Group 50 | 1454/2048 |    29.0% | Hessian: 0.039236

[Scientific Metrics] 🟢 Size: 206.54MB | 🔵 Sparsity: 6.95% | 🟡 Speedup: 1.07x
=========================================================================================


[Scientific Metrics - Epoch 40]
 🟢 Model Size: 221.98 MB -> 206.54 MB
 🔵 Sparsity: 15.81 %
 🟡 Speedup: 1.07x
💾 Checkpoint saved: resnet152_pdt_ep40_sp15.81.pth
Epoch 40/300 | Loss: 0.6996 | Val Acc: 66.13% | Peak VRAM: 15868.99 MB
Epoch 41/300 | Loss: 0.6852 | Val Acc: 66.74% | Peak VRAM: 3893.78 MB
Epoch 42/300 | Loss: 0.6751 | Val Acc: 64.86% | Peak VRAM: 3893.78 MB
Epoch 43/300 | Loss: 0.6555 | Val Acc: 64.42% | Peak VRAM: 3893.78 MB
Epoch 44/300 | Loss: 0.6459 | Val Acc: 66.28% | Peak VRAM: 3893.78 MB
Epoch 45/300 | Loss: 0.6372 | Val Acc: 66.69% | Peak VRAM: 3893.78 MB
Epoch 46/300 | Loss: 0.6278 | Val Acc: 65.75% | Peak VRAM: 3893.78 MB
Epoch 47/300 | Loss: 0.6179 | Val Acc: 64.05% | Peak VRAM: 3893.78 MB
Epoch 48/300 | Loss: 0.6088 | Val Acc: 64.81% | Peak VRAM: 3893.78 MB
Epoch 49/300 | Loss: 0.6071 | Val Acc: 64.43% | Peak VRAM: 3893.78 MB

[DEBUG] >>> PRUNING @ Epoch 50

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 50/300

============================== PDT Pruning Report: Epoch 50 ==============================
 [*] Pruned this step: 0 units | VRAM: 4140.3MB -> 4140.3MB
 Group  1 |  255/ 256 |     0.4% | Hessian: 0.173685
 Group  2 |  255/ 256 |     0.4% | Hessian: 0.173685
 Group  3 |  255/ 256 |     0.4% | Hessian: 0.173685
 Group  4 |  511/ 512 |     0.2% | Hessian: 0.070522
 Group  5 |  511/ 512 |     0.2% | Hessian: 0.070522
 Group  6 |  511/ 512 |     0.2% | Hessian: 0.070522
 Group  7 |  511/ 512 |     0.2% | Hessian: 0.070522
 Group  8 |  511/ 512 |     0.2% | Hessian: 0.070522
 Group  9 |  511/ 512 |     0.2% | Hessian: 0.070522
 Group 10 |  511/ 512 |     0.2% | Hessian: 0.070522
 Group 11 |  511/ 512 |     0.2% | Hessian: 0.070522
 Group 12 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 13 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 14 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 15 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 16 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 17 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 18 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 19 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 20 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 21 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 22 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 23 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 24 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 25 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 26 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 27 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 28 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 29 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 30 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 31 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 32 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 33 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 34 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 35 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 36 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 37 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 38 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 39 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 40 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 41 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 42 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 43 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 44 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 45 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 46 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 47 |  763/1024 |    25.5% | Hessian: 0.023397
 Group 48 | 1454/2048 |    29.0% | Hessian: 0.060486
 Group 49 | 1454/2048 |    29.0% | Hessian: 0.060486
 Group 50 | 1454/2048 |    29.0% | Hessian: 0.060486

[Scientific Metrics] 🟢 Size: 206.54MB | 🔵 Sparsity: 6.95% | 🟡 Speedup: 1.07x
=========================================================================================


[Scientific Metrics - Epoch 50]
 🟢 Model Size: 221.98 MB -> 206.54 MB
 🔵 Sparsity: 15.81 %
 🟡 Speedup: 1.07x
💾 Checkpoint saved: resnet152_pdt_ep50_sp15.81.pth
Epoch 50/300 | Loss: 0.5930 | Val Acc: 66.21% | Peak VRAM: 15869.24 MB
Epoch 51/300 | Loss: 0.5905 | Val Acc: 64.71% | Peak VRAM: 3895.78 MB
Epoch 52/300 | Loss: 0.5875 | Val Acc: 65.26% | Peak VRAM: 3895.78 MB
Epoch 53/300 | Loss: 0.5750 | Val Acc: 65.93% | Peak VRAM: 3895.78 MB
Epoch 54/300 | Loss: 0.5723 | Val Acc: 64.63% | Peak VRAM: 3895.78 MB
Epoch 55/300 | Loss: 0.5721 | Val Acc: 66.39% | Peak VRAM: 3895.78 MB
Epoch 56/300 | Loss: 0.5627 | Val Acc: 65.85% | Peak VRAM: 3895.78 MB
Epoch 57/300 | Loss: 0.5669 | Val Acc: 67.65% | Peak VRAM: 3895.78 MB
Epoch 58/300 | Loss: 0.5531 | Val Acc: 67.52% | Peak VRAM: 3895.78 MB
Epoch 59/300 | Loss: 0.5439 | Val Acc: 66.53% | Peak VRAM: 3895.78 MB

[DEBUG] >>> PRUNING @ Epoch 60

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 60/300

============================== PDT Pruning Report: Epoch 60 ==============================
 [*] Pruned this step: 0 units | VRAM: 4142.8MB -> 4142.8MB
 Group  1 |  255/ 256 |     0.4% | Hessian: 0.153349
 Group  2 |  255/ 256 |     0.4% | Hessian: 0.153349
 Group  3 |  255/ 256 |     0.4% | Hessian: 0.153349
 Group  4 |  511/ 512 |     0.2% | Hessian: 0.042065
 Group  5 |  511/ 512 |     0.2% | Hessian: 0.042065
 Group  6 |  511/ 512 |     0.2% | Hessian: 0.042065
 Group  7 |  511/ 512 |     0.2% | Hessian: 0.042065
 Group  8 |  511/ 512 |     0.2% | Hessian: 0.042065
 Group  9 |  511/ 512 |     0.2% | Hessian: 0.042065
 Group 10 |  511/ 512 |     0.2% | Hessian: 0.042065
 Group 11 |  511/ 512 |     0.2% | Hessian: 0.042065
 Group 12 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 13 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 14 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 15 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 16 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 17 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 18 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 19 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 20 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 21 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 22 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 23 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 24 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 25 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 26 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 27 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 28 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 29 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 30 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 31 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 32 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 33 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 34 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 35 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 36 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 37 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 38 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 39 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 40 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 41 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 42 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 43 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 44 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 45 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 46 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 47 |  763/1024 |    25.5% | Hessian: 0.138107
 Group 48 | 1454/2048 |    29.0% | Hessian: 0.081536
 Group 49 | 1454/2048 |    29.0% | Hessian: 0.081536
 Group 50 | 1454/2048 |    29.0% | Hessian: 0.081536

[Scientific Metrics] 🟢 Size: 206.54MB | 🔵 Sparsity: 6.95% | 🟡 Speedup: 1.07x
=========================================================================================


[Scientific Metrics - Epoch 60]
 🟢 Model Size: 221.98 MB -> 206.54 MB
 🔵 Sparsity: 15.81 %
 🟡 Speedup: 1.07x
💾 Checkpoint saved: resnet152_pdt_ep60_sp15.81.pth
Epoch 60/300 | Loss: 0.5404 | Val Acc: 65.40% | Peak VRAM: 15872.49 MB
Epoch 61/300 | Loss: 0.5401 | Val Acc: 61.68% | Peak VRAM: 3897.78 MB
Epoch 62/300 | Loss: 0.5431 | Val Acc: 65.25% | Peak VRAM: 3897.78 MB
Epoch 63/300 | Loss: 0.5385 | Val Acc: 68.59% | Peak VRAM: 3897.78 MB
Epoch 64/300 | Loss: 0.5362 | Val Acc: 66.77% | Peak VRAM: 3897.78 MB
Epoch 65/300 | Loss: 0.5310 | Val Acc: 65.05% | Peak VRAM: 3897.78 MB
Epoch 66/300 | Loss: 0.5271 | Val Acc: 67.28% | Peak VRAM: 3897.78 MB
Epoch 67/300 | Loss: 0.5279 | Val Acc: 66.37% | Peak VRAM: 3897.78 MB
Epoch 68/300 | Loss: 0.5199 | Val Acc: 66.72% | Peak VRAM: 3897.78 MB
Epoch 69/300 | Loss: 0.5186 | Val Acc: 64.77% | Peak VRAM: 3897.78 MB

[DEBUG] >>> PRUNING @ Epoch 70

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 70/300

============================== PDT Pruning Report: Epoch 70 ==============================
 [*] Pruned this step: 19 units | VRAM: 4143.1MB -> 4143.1MB
 Group  1 |  249/ 256 |     2.7% | Hessian: 0.112595
 Group  2 |  249/ 256 |     2.7% | Hessian: 0.112595
 Group  3 |  249/ 256 |     2.7% | Hessian: 0.112595
 Group  4 |  509/ 512 |     0.6% | Hessian: 0.042447
 Group  5 |  509/ 512 |     0.6% | Hessian: 0.042447
 Group  6 |  509/ 512 |     0.6% | Hessian: 0.042447
 Group  7 |  509/ 512 |     0.6% | Hessian: 0.042447
 Group  8 |  509/ 512 |     0.6% | Hessian: 0.042447
 Group  9 |  509/ 512 |     0.6% | Hessian: 0.042447
 Group 10 |  509/ 512 |     0.6% | Hessian: 0.042447
