📝 Logging started: resnet152_pdt_20260219_154531.log
✅ CIFAR-100 Data loaded: Train(50000), Val/Test(10000)
Experimental Mode: N/A
Target Model: resnet152 | Dataset: cifar100

[Stage 1] Analyzing Residual Topology for resnet via PyTorch FX...

==================== Final Topology Groups ====================
 Group  1 | Channels:  256 | Layers: layer1.0.conv3 ... (2 layers)
 Group  2 | Channels:  256 | Layers: layer1.0.conv3 ... (3 layers)
 Group  3 | Channels:  256 | Layers: layer1.0.conv3 ... (4 layers)
 Group  4 | Channels:  512 | Layers: layer2.0.conv3 ... (2 layers)
 Group  5 | Channels:  512 | Layers: layer2.0.conv3 ... (3 layers)
 Group  6 | Channels:  512 | Layers: layer2.0.conv3 ... (4 layers)
 Group  7 | Channels:  512 | Layers: layer2.0.conv3 ... (5 layers)
 Group  8 | Channels:  512 | Layers: layer2.0.conv3 ... (6 layers)
 Group  9 | Channels:  512 | Layers: layer2.0.conv3 ... (7 layers)
 Group 10 | Channels:  512 | Layers: layer2.0.conv3 ... (8 layers)
 Group 11 | Channels:  512 | Layers: layer2.0.conv3 ... (9 layers)
 Group 12 | Channels: 1024 | Layers: layer3.0.conv3 ... (2 layers)
 Group 13 | Channels: 1024 | Layers: layer3.0.conv3 ... (3 layers)
 Group 14 | Channels: 1024 | Layers: layer3.0.conv3 ... (4 layers)
 Group 15 | Channels: 1024 | Layers: layer3.0.conv3 ... (5 layers)
 Group 16 | Channels: 1024 | Layers: layer3.0.conv3 ... (6 layers)
 Group 17 | Channels: 1024 | Layers: layer3.0.conv3 ... (7 layers)
 Group 18 | Channels: 1024 | Layers: layer3.0.conv3 ... (8 layers)
 Group 19 | Channels: 1024 | Layers: layer3.0.conv3 ... (9 layers)
 Group 20 | Channels: 1024 | Layers: layer3.0.conv3 ... (10 layers)
 Group 21 | Channels: 1024 | Layers: layer3.0.conv3 ... (11 layers)
 Group 22 | Channels: 1024 | Layers: layer3.0.conv3 ... (12 layers)
 Group 23 | Channels: 1024 | Layers: layer3.0.conv3 ... (13 layers)
 Group 24 | Channels: 1024 | Layers: layer3.0.conv3 ... (14 layers)
 Group 25 | Channels: 1024 | Layers: layer3.0.conv3 ... (15 layers)
 Group 26 | Channels: 1024 | Layers: layer3.0.conv3 ... (16 layers)
 Group 27 | Channels: 1024 | Layers: layer3.0.conv3 ... (17 layers)
 Group 28 | Channels: 1024 | Layers: layer3.0.conv3 ... (18 layers)
 Group 29 | Channels: 1024 | Layers: layer3.0.conv3 ... (19 layers)
 Group 30 | Channels: 1024 | Layers: layer3.0.conv3 ... (20 layers)
 Group 31 | Channels: 1024 | Layers: layer3.0.conv3 ... (21 layers)
 Group 32 | Channels: 1024 | Layers: layer3.0.conv3 ... (22 layers)
 Group 33 | Channels: 1024 | Layers: layer3.0.conv3 ... (23 layers)
 Group 34 | Channels: 1024 | Layers: layer3.0.conv3 ... (24 layers)
 Group 35 | Channels: 1024 | Layers: layer3.0.conv3 ... (25 layers)
 Group 36 | Channels: 1024 | Layers: layer3.0.conv3 ... (26 layers)
 Group 37 | Channels: 1024 | Layers: layer3.0.conv3 ... (27 layers)
 Group 38 | Channels: 1024 | Layers: layer3.0.conv3 ... (28 layers)
 Group 39 | Channels: 1024 | Layers: layer3.0.conv3 ... (29 layers)
 Group 40 | Channels: 1024 | Layers: layer3.0.conv3 ... (30 layers)
 Group 41 | Channels: 1024 | Layers: layer3.0.conv3 ... (31 layers)
 Group 42 | Channels: 1024 | Layers: layer3.0.conv3 ... (32 layers)
 Group 43 | Channels: 1024 | Layers: layer3.0.conv3 ... (33 layers)
 Group 44 | Channels: 1024 | Layers: layer3.0.conv3 ... (34 layers)
 Group 45 | Channels: 1024 | Layers: layer3.0.conv3 ... (35 layers)
 Group 46 | Channels: 1024 | Layers: layer3.0.conv3 ... (36 layers)
 Group 47 | Channels: 1024 | Layers: layer3.0.conv3 ... (37 layers)
 Group 48 | Channels: 2048 | Layers: layer4.0.conv3 ... (2 layers)
 Group 49 | Channels: 2048 | Layers: layer4.0.conv3 ... (3 layers)
 Group 50 | Channels: 2048 | Layers: layer4.0.conv3 ... (4 layers)
===============================================================
[*] Total 50 groups identified.


[Pruner Init] Identified 50 groups for pruning.
[*] Applied Min Survival Guarantee: 10.0%
[System] Initializing PDTPruner (Stable Version)

>>> Strategy: PDT | Total Epochs: 200
>>> Pruning starts at Epoch 40, every 20 epochs.
Epoch 1/200 | Loss: 4.3967 | Val Acc: 8.23% | Peak VRAM: 3895.78 MB
 Group  5 |  512/ 512 |     0.0% | Hessian: 0.055332
 Group  6 |  512/ 512 |     0.0% | Hessian: 0.055332
 Group  7 |  512/ 512 |     0.0% | Hessian: 0.055332
 Group  8 |  512/ 512 |     0.0% | Hessian: 0.055332
 Group  9 |  512/ 512 |     0.0% | Hessian: 0.055332
 Group 10 |  512/ 512 |     0.0% | Hessian: 0.055332
 Group 11 |  512/ 512 |     0.0% | Hessian: 0.055332
 Group 12 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 13 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 14 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 15 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 16 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 17 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 18 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 19 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 20 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 21 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 22 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 23 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 24 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 25 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 26 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 27 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 28 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 29 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 30 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 31 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 32 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 33 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 34 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 35 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 36 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 37 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 38 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 39 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 40 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 41 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 42 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 43 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 44 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 45 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 46 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 47 |  530/1024 |    48.2% | Hessian: 0.142765
 Group 48 | 1808/2048 |    11.7% | Hessian: 0.075184
 Group 49 | 1808/2048 |    11.7% | Hessian: 0.075184
 Group 50 | 1808/2048 |    11.7% | Hessian: 0.075184

[Scientific Metrics] 🟢 Size: 201.34MB | 🔵 Sparsity: 9.30% | 🟡 Speedup: 1.10x
=========================================================================================


[Scientific Metrics - Epoch 40]
 🟢 Model Size: 221.98 MB -> 201.34 MB
 🔵 Sparsity: 25.32 %
 🟡 Speedup: 1.10x
💾 Checkpoint saved: resnet152_pdt_ep40_sp25.32.pth
Epoch 40/200 | Loss: 1.2104 | Val Acc: 59.77% | Peak VRAM: 15868.74 MB
Epoch 41/200 | Loss: 0.7651 | Val Acc: 63.30% | Peak VRAM: 3893.78 MB
Epoch 42/200 | Loss: 0.7327 | Val Acc: 61.50% | Peak VRAM: 3893.78 MB
Epoch 43/200 | Loss: 0.7131 | Val Acc: 66.41% | Peak VRAM: 3893.78 MB
Epoch 44/200 | Loss: 0.6936 | Val Acc: 64.74% | Peak VRAM: 3893.78 MB
Epoch 45/200 | Loss: 0.6735 | Val Acc: 66.00% | Peak VRAM: 3893.78 MB
Epoch 46/200 | Loss: 0.6633 | Val Acc: 64.08% | Peak VRAM: 3893.78 MB
Epoch 47/200 | Loss: 0.6535 | Val Acc: 64.60% | Peak VRAM: 3893.78 MB
Epoch 48/200 | Loss: 0.6513 | Val Acc: 66.40% | Peak VRAM: 3893.78 MB
Epoch 49/200 | Loss: 0.6347 | Val Acc: 65.45% | Peak VRAM: 3893.78 MB
Epoch 50/200 | Loss: 0.6344 | Val Acc: 65.89% | Peak VRAM: 3893.78 MB
Epoch 51/200 | Loss: 0.6120 | Val Acc: 65.47% | Peak VRAM: 3893.78 MB
Epoch 52/200 | Loss: 0.6147 | Val Acc: 65.99% | Peak VRAM: 3893.78 MB
Epoch 53/200 | Loss: 0.5976 | Val Acc: 67.84% | Peak VRAM: 3893.78 MB
Epoch 54/200 | Loss: 0.5966 | Val Acc: 67.14% | Peak VRAM: 3893.78 MB
Epoch 55/200 | Loss: 0.5961 | Val Acc: 65.69% | Peak VRAM: 3893.78 MB
Epoch 56/200 | Loss: 0.5936 | Val Acc: 66.50% | Peak VRAM: 3893.78 MB
Epoch 57/200 | Loss: 0.5753 | Val Acc: 66.51% | Peak VRAM: 3893.78 MB
Epoch 58/200 | Loss: 0.5747 | Val Acc: 66.22% | Peak VRAM: 3893.78 MB
Epoch 59/200 | Loss: 0.5742 | Val Acc: 67.33% | Peak VRAM: 3893.78 MB

[DEBUG] >>> PRUNING @ Epoch 60

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 60/200

============================== PDT Pruning Report: Epoch 60 ==============================
 [*] Pruned this step: 8838 units | VRAM: 4140.1MB -> 4140.1MB
 Group  1 |  255/ 256 |     0.4% | Hessian: 0.158876
 Group  2 |  255/ 256 |     0.4% | Hessian: 0.158876
 Group  3 |  255/ 256 |     0.4% | Hessian: 0.158876
 Group  4 |  508/ 512 |     0.8% | Hessian: 0.033638
 Group  5 |  508/ 512 |     0.8% | Hessian: 0.033638
 Group  6 |  508/ 512 |     0.8% | Hessian: 0.033638
 Group  7 |  508/ 512 |     0.8% | Hessian: 0.033638
 Group  8 |  508/ 512 |     0.8% | Hessian: 0.033638
 Group  9 |  508/ 512 |     0.8% | Hessian: 0.033638
 Group 10 |  508/ 512 |     0.8% | Hessian: 0.033638
 Group 11 |  508/ 512 |     0.8% | Hessian: 0.033638
 Group 12 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 13 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 14 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 15 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 16 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 17 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 18 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 19 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 20 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 21 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 22 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 23 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 24 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 25 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 26 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 27 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 28 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 29 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 30 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 31 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 32 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 33 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 34 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 35 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 36 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 37 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 38 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 39 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 40 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 41 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 42 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 43 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 44 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 45 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 46 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 47 |  480/1024 |    53.1% | Hessian: 0.020870
 Group 48 | 1665/2048 |    18.7% | Hessian: 0.070130
 Group 49 | 1665/2048 |    18.7% | Hessian: 0.070130
 Group 50 | 1665/2048 |    18.7% | Hessian: 0.070130

[Scientific Metrics] 🟢 Size: 198.08MB | 🔵 Sparsity: 10.77% | 🟡 Speedup: 1.12x
=========================================================================================


[Scientific Metrics - Epoch 60]
 🟢 Model Size: 221.98 MB -> 198.08 MB
 🔵 Sparsity: 28.54 %
 🟡 Speedup: 1.12x
💾 Checkpoint saved: resnet152_pdt_ep60_sp28.54.pth
Epoch 60/200 | Loss: 0.5935 | Val Acc: 66.45% | Peak VRAM: 15869.99 MB
Epoch 61/200 | Loss: 0.5957 | Val Acc: 67.95% | Peak VRAM: 3896.78 MB
Epoch 62/200 | Loss: 0.5860 | Val Acc: 65.58% | Peak VRAM: 3896.78 MB
Epoch 63/200 | Loss: 0.5831 | Val Acc: 66.36% | Peak VRAM: 3896.78 MB
Epoch 64/200 | Loss: 0.5712 | Val Acc: 66.45% | Peak VRAM: 3896.78 MB
Epoch 65/200 | Loss: 0.5746 | Val Acc: 65.41% | Peak VRAM: 3896.78 MB
Epoch 66/200 | Loss: 0.5678 | Val Acc: 65.84% | Peak VRAM: 3896.78 MB
Epoch 67/200 | Loss: 0.5614 | Val Acc: 67.04% | Peak VRAM: 3896.78 MB
Epoch 68/200 | Loss: 0.5570 | Val Acc: 63.97% | Peak VRAM: 3896.78 MB
Epoch 69/200 | Loss: 0.5530 | Val Acc: 65.89% | Peak VRAM: 3896.78 MB
Epoch 70/200 | Loss: 0.5542 | Val Acc: 68.41% | Peak VRAM: 3896.78 MB
Epoch 71/200 | Loss: 0.5472 | Val Acc: 67.21% | Peak VRAM: 3896.78 MB
Epoch 72/200 | Loss: 0.5422 | Val Acc: 66.67% | Peak VRAM: 3896.78 MB
Epoch 73/200 | Loss: 0.5428 | Val Acc: 66.03% | Peak VRAM: 3896.78 MB
Epoch 74/200 | Loss: 0.5438 | Val Acc: 66.10% | Peak VRAM: 3896.78 MB
Epoch 75/200 | Loss: 0.5341 | Val Acc: 67.28% | Peak VRAM: 3896.78 MB
Epoch 76/200 | Loss: 0.5316 | Val Acc: 65.68% | Peak VRAM: 3896.78 MB
Epoch 77/200 | Loss: 0.5359 | Val Acc: 67.11% | Peak VRAM: 3896.78 MB
Epoch 78/200 | Loss: 0.5280 | Val Acc: 67.46% | Peak VRAM: 3896.78 MB
Epoch 79/200 | Loss: 0.5290 | Val Acc: 66.11% | Peak VRAM: 3896.78 MB

[DEBUG] >>> PRUNING @ Epoch 80

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 80/200

============================== PDT Pruning Report: Epoch 80 ==============================
 [*] Pruned this step: 39019 units | VRAM: 4143.3MB -> 4143.3MB
 Group  1 |  253/ 256 |     1.2% | Hessian: 0.075446
 Group  2 |  253/ 256 |     1.2% | Hessian: 0.075446
 Group  3 |  253/ 256 |     1.2% | Hessian: 0.075446
 Group  4 |  501/ 512 |     2.1% | Hessian: 0.042967
 Group  5 |  501/ 512 |     2.1% | Hessian: 0.042967
 Group  6 |  501/ 512 |     2.1% | Hessian: 0.042967
 Group  7 |  501/ 512 |     2.1% | Hessian: 0.042967
 Group  8 |  501/ 512 |     2.1% | Hessian: 0.042967
 Group  9 |  501/ 512 |     2.1% | Hessian: 0.042967
 Group 10 |  501/ 512 |     2.1% | Hessian: 0.042967
 Group 11 |  501/ 512 |     2.1% | Hessian: 0.042967
 Group 12 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 13 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 14 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 15 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 16 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 17 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 18 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 19 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 20 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 21 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 22 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 23 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 24 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 25 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 26 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 27 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 28 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 29 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 30 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 31 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 32 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 33 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 34 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 35 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 36 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 37 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 38 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 39 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 40 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 41 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 42 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 43 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 44 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 45 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 46 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 47 |  317/1024 |    69.0% | Hessian: 0.045291
 Group 48 | 1369/2048 |    33.2% | Hessian: 0.049064
 Group 49 | 1369/2048 |    33.2% | Hessian: 0.049064
 Group 50 | 1369/2048 |    33.2% | Hessian: 0.049064

