📝 Logging started: resnet152_pdt_20260219_021930.log
✅ CIFAR-100 Data loaded: Train(50000), Val/Test(10000)
Experimental Mode: N/A
Target Model: resnet152 | Dataset: cifar100

[Stage 1] Analyzing Residual Topology for resnet via PyTorch FX...

==================== Final Topology Groups ====================
 Group  1 | Channels:  256 | Layers: layer1.0.conv3 ... (2 layers)
 Group  2 | Channels:  256 | Layers: layer1.0.conv3 ... (3 layers)
 Group  3 | Channels:  256 | Layers: layer1.0.conv3 ... (4 layers)
 Group  4 | Channels:  512 | Layers: layer2.0.conv3 ... (2 layers)
 Group  5 | Channels:  512 | Layers: layer2.0.conv3 ... (3 layers)
 Group  6 | Channels:  512 | Layers: layer2.0.conv3 ... (4 layers)
 Group  7 | Channels:  512 | Layers: layer2.0.conv3 ... (5 layers)
 Group  8 | Channels:  512 | Layers: layer2.0.conv3 ... (6 layers)
 Group  9 | Channels:  512 | Layers: layer2.0.conv3 ... (7 layers)
 Group 10 | Channels:  512 | Layers: layer2.0.conv3 ... (8 layers)
 Group 11 | Channels:  512 | Layers: layer2.0.conv3 ... (9 layers)
 Group 12 | Channels: 1024 | Layers: layer3.0.conv3 ... (2 layers)
 Group 13 | Channels: 1024 | Layers: layer3.0.conv3 ... (3 layers)
 Group 14 | Channels: 1024 | Layers: layer3.0.conv3 ... (4 layers)
 Group 15 | Channels: 1024 | Layers: layer3.0.conv3 ... (5 layers)
 Group 16 | Channels: 1024 | Layers: layer3.0.conv3 ... (6 layers)
 Group 17 | Channels: 1024 | Layers: layer3.0.conv3 ... (7 layers)
 Group 18 | Channels: 1024 | Layers: layer3.0.conv3 ... (8 layers)
 Group 19 | Channels: 1024 | Layers: layer3.0.conv3 ... (9 layers)
 Group 20 | Channels: 1024 | Layers: layer3.0.conv3 ... (10 layers)
 Group 21 | Channels: 1024 | Layers: layer3.0.conv3 ... (11 layers)
 Group 22 | Channels: 1024 | Layers: layer3.0.conv3 ... (12 layers)
 Group 23 | Channels: 1024 | Layers: layer3.0.conv3 ... (13 layers)
 Group 24 | Channels: 1024 | Layers: layer3.0.conv3 ... (14 layers)
 Group 25 | Channels: 1024 | Layers: layer3.0.conv3 ... (15 layers)
 Group 26 | Channels: 1024 | Layers: layer3.0.conv3 ... (16 layers)
 Group 27 | Channels: 1024 | Layers: layer3.0.conv3 ... (17 layers)
 Group 28 | Channels: 1024 | Layers: layer3.0.conv3 ... (18 layers)
 Group 29 | Channels: 1024 | Layers: layer3.0.conv3 ... (19 layers)
 Group 30 | Channels: 1024 | Layers: layer3.0.conv3 ... (20 layers)
 Group 31 | Channels: 1024 | Layers: layer3.0.conv3 ... (21 layers)
 Group 32 | Channels: 1024 | Layers: layer3.0.conv3 ... (22 layers)
 Group 33 | Channels: 1024 | Layers: layer3.0.conv3 ... (23 layers)
 Group 34 | Channels: 1024 | Layers: layer3.0.conv3 ... (24 layers)
 Group 35 | Channels: 1024 | Layers: layer3.0.conv3 ... (25 layers)
 Group 36 | Channels: 1024 | Layers: layer3.0.conv3 ... (26 layers)
 Group 37 | Channels: 1024 | Layers: layer3.0.conv3 ... (27 layers)
 Group 38 | Channels: 1024 | Layers: layer3.0.conv3 ... (28 layers)
 Group 39 | Channels: 1024 | Layers: layer3.0.conv3 ... (29 layers)
 Group 40 | Channels: 1024 | Layers: layer3.0.conv3 ... (30 layers)
 Group 41 | Channels: 1024 | Layers: layer3.0.conv3 ... (31 layers)
 Group 42 | Channels: 1024 | Layers: layer3.0.conv3 ... (32 layers)
 Group 43 | Channels: 1024 | Layers: layer3.0.conv3 ... (33 layers)
 Group 44 | Channels: 1024 | Layers: layer3.0.conv3 ... (34 layers)
 Group 45 | Channels: 1024 | Layers: layer3.0.conv3 ... (35 layers)
 Group 46 | Channels: 1024 | Layers: layer3.0.conv3 ... (36 layers)
 Group 47 | Channels: 1024 | Layers: layer3.0.conv3 ... (37 layers)
 Group 48 | Channels: 2048 | Layers: layer4.0.conv3 ... (2 layers)
 Group 49 | Channels: 2048 | Layers: layer4.0.conv3 ... (3 layers)
 Group 50 | Channels: 2048 | Layers: layer4.0.conv3 ... (4 layers)
===============================================================
[*] Total 50 groups identified.


[Pruner Init] Identified 50 groups for pruning.
[*] Applied Min Survival Guarantee: 10.0%
[System] Initializing PDTPruner (Stable Version)

>>> Strategy: PDT | Total Epochs: 250
>>> Pruning starts at Epoch 40, every 15 epochs.
Epoch 1/250 | Loss: 4.4066 | Val Acc: 7.94% | Peak VRAM: 3895.78 MB
 Group  8 |  512/ 512 |     0.0% | Hessian: 0.079208
 Group  9 |  512/ 512 |     0.0% | Hessian: 0.079208
 Group 10 |  512/ 512 |     0.0% | Hessian: 0.079208
 Group 11 |  512/ 512 |     0.0% | Hessian: 0.079208
 Group 12 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 13 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 14 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 15 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 16 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 17 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 18 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 19 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 20 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 21 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 22 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 23 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 24 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 25 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 26 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 27 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 28 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 29 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 30 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 31 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 32 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 33 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 34 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 35 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 36 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 37 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 38 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 39 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 40 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 41 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 42 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 43 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 44 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 45 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 46 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 47 |  622/1024 |    39.3% | Hessian: 0.103775
 Group 48 | 1338/2048 |    34.7% | Hessian: 0.079398
 Group 49 | 1338/2048 |    34.7% | Hessian: 0.079398
 Group 50 | 1338/2048 |    34.7% | Hessian: 0.079398

[Scientific Metrics] 🟢 Size: 200.13MB | 🔵 Sparsity: 9.84% | 🟡 Speedup: 1.11x
=========================================================================================


[Scientific Metrics - Epoch 40]
 🟢 Model Size: 221.98 MB -> 200.13 MB
 🔵 Sparsity: 23.35 %
 🟡 Speedup: 1.11x
💾 Checkpoint saved: resnet152_pdt_ep40_sp23.35.pth
Epoch 40/250 | Loss: 0.7623 | Val Acc: 62.32% | Peak VRAM: 15868.99 MB
Epoch 41/250 | Loss: 0.7329 | Val Acc: 65.72% | Peak VRAM: 3893.78 MB
Epoch 42/250 | Loss: 0.7140 | Val Acc: 62.81% | Peak VRAM: 3893.78 MB
Epoch 43/250 | Loss: 0.6938 | Val Acc: 63.68% | Peak VRAM: 3893.78 MB
Epoch 44/250 | Loss: 0.6768 | Val Acc: 66.04% | Peak VRAM: 3893.78 MB
Epoch 45/250 | Loss: 0.6638 | Val Acc: 66.39% | Peak VRAM: 3893.78 MB
Epoch 46/250 | Loss: 0.6578 | Val Acc: 66.30% | Peak VRAM: 3893.78 MB
Epoch 47/250 | Loss: 0.6458 | Val Acc: 66.10% | Peak VRAM: 3893.78 MB
Epoch 48/250 | Loss: 0.6367 | Val Acc: 64.37% | Peak VRAM: 3893.78 MB
Epoch 49/250 | Loss: 0.6241 | Val Acc: 65.22% | Peak VRAM: 3893.78 MB
Epoch 50/250 | Loss: 0.6117 | Val Acc: 66.94% | Peak VRAM: 3893.78 MB
Epoch 51/250 | Loss: 0.6062 | Val Acc: 63.76% | Peak VRAM: 3893.78 MB
Epoch 52/250 | Loss: 0.6030 | Val Acc: 64.65% | Peak VRAM: 3893.78 MB
Epoch 53/250 | Loss: 0.5969 | Val Acc: 65.00% | Peak VRAM: 3893.78 MB
Epoch 54/250 | Loss: 0.5938 | Val Acc: 66.41% | Peak VRAM: 3893.78 MB

[DEBUG] >>> PRUNING @ Epoch 55

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 55/250

============================== PDT Pruning Report: Epoch 55 ==============================
 [*] Pruned this step: 4 units | VRAM: 4140.3MB -> 4140.3MB
 Group  1 |  254/ 256 |     0.8% | Hessian: 0.193972
 Group  2 |  254/ 256 |     0.8% | Hessian: 0.193972
 Group  3 |  254/ 256 |     0.8% | Hessian: 0.193972
 Group  4 |  512/ 512 |     0.0% | Hessian: 0.084085
 Group  5 |  512/ 512 |     0.0% | Hessian: 0.084085
 Group  6 |  512/ 512 |     0.0% | Hessian: 0.084085
 Group  7 |  512/ 512 |     0.0% | Hessian: 0.084085
 Group  8 |  512/ 512 |     0.0% | Hessian: 0.084085
 Group  9 |  512/ 512 |     0.0% | Hessian: 0.084085
 Group 10 |  512/ 512 |     0.0% | Hessian: 0.084085
 Group 11 |  512/ 512 |     0.0% | Hessian: 0.084085
 Group 12 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 13 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 14 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 15 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 16 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 17 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 18 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 19 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 20 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 21 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 22 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 23 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 24 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 25 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 26 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 27 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 28 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 29 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 30 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 31 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 32 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 33 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 34 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 35 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 36 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 37 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 38 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 39 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 40 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 41 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 42 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 43 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 44 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 45 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 46 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 47 |  622/1024 |    39.3% | Hessian: 0.087276
 Group 48 | 1338/2048 |    34.7% | Hessian: 0.093672
 Group 49 | 1338/2048 |    34.7% | Hessian: 0.093672
 Group 50 | 1338/2048 |    34.7% | Hessian: 0.093672

[Scientific Metrics] 🟢 Size: 200.13MB | 🔵 Sparsity: 9.84% | 🟡 Speedup: 1.11x
=========================================================================================


[Scientific Metrics - Epoch 55]
 🟢 Model Size: 221.98 MB -> 200.13 MB
 🔵 Sparsity: 23.36 %
 🟡 Speedup: 1.11x
💾 Checkpoint saved: resnet152_pdt_ep55_sp23.36.pth
Epoch 55/250 | Loss: 0.5805 | Val Acc: 67.38% | Peak VRAM: 15869.24 MB
Epoch 56/250 | Loss: 0.5750 | Val Acc: 65.22% | Peak VRAM: 3895.78 MB
Epoch 57/250 | Loss: 0.5745 | Val Acc: 66.44% | Peak VRAM: 3895.78 MB
Epoch 58/250 | Loss: 0.5680 | Val Acc: 66.24% | Peak VRAM: 3895.78 MB
Epoch 59/250 | Loss: 0.5655 | Val Acc: 66.55% | Peak VRAM: 3895.78 MB
Epoch 60/250 | Loss: 0.5573 | Val Acc: 68.32% | Peak VRAM: 3895.78 MB
Epoch 61/250 | Loss: 0.5590 | Val Acc: 67.22% | Peak VRAM: 3895.78 MB
Epoch 62/250 | Loss: 0.5543 | Val Acc: 66.89% | Peak VRAM: 3895.78 MB
Epoch 63/250 | Loss: 0.5525 | Val Acc: 66.64% | Peak VRAM: 3895.78 MB
Epoch 64/250 | Loss: 0.5475 | Val Acc: 66.47% | Peak VRAM: 3895.78 MB
Epoch 65/250 | Loss: 0.5397 | Val Acc: 67.44% | Peak VRAM: 3895.78 MB
Epoch 66/250 | Loss: 0.5342 | Val Acc: 68.35% | Peak VRAM: 3895.78 MB
Epoch 67/250 | Loss: 0.5373 | Val Acc: 67.70% | Peak VRAM: 3895.78 MB
Epoch 68/250 | Loss: 0.5435 | Val Acc: 66.21% | Peak VRAM: 3895.78 MB
Epoch 69/250 | Loss: 0.5338 | Val Acc: 66.21% | Peak VRAM: 3895.78 MB

[DEBUG] >>> PRUNING @ Epoch 70

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 70/250

============================== PDT Pruning Report: Epoch 70 ==============================
 [*] Pruned this step: 11799 units | VRAM: 4142.8MB -> 4142.8MB
 Group  1 |  249/ 256 |     2.7% | Hessian: 0.147873
 Group  2 |  249/ 256 |     2.7% | Hessian: 0.147873
 Group  3 |  249/ 256 |     2.7% | Hessian: 0.147873
 Group  4 |  508/ 512 |     0.8% | Hessian: 0.046916
 Group  5 |  508/ 512 |     0.8% | Hessian: 0.046916
 Group  6 |  508/ 512 |     0.8% | Hessian: 0.046916
 Group  7 |  508/ 512 |     0.8% | Hessian: 0.046916
 Group  8 |  508/ 512 |     0.8% | Hessian: 0.046916
 Group  9 |  508/ 512 |     0.8% | Hessian: 0.046916
 Group 10 |  508/ 512 |     0.8% | Hessian: 0.046916
 Group 11 |  508/ 512 |     0.8% | Hessian: 0.046916
 Group 12 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 13 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 14 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 15 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 16 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 17 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 18 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 19 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 20 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 21 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 22 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 23 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 24 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 25 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 26 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 27 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 28 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 29 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 30 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 31 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 32 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 33 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 34 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 35 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 36 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 37 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 38 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 39 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 40 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 41 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 42 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 43 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 44 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 45 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 46 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 47 |  558/1024 |    45.5% | Hessian: 0.042067
 Group 48 | 1333/2048 |    34.9% | Hessian: 0.112195
 Group 49 | 1333/2048 |    34.9% | Hessian: 0.112195
 Group 50 | 1333/2048 |    34.9% | Hessian: 0.112195

[Scientific Metrics] 🟢 Size: 197.71MB | 🔵 Sparsity: 10.93% | 🟡 Speedup: 1.12x
=========================================================================================


[Scientific Metrics - Epoch 70]
 🟢 Model Size: 221.98 MB -> 197.71 MB
 🔵 Sparsity: 26.52 %
 🟡 Speedup: 1.12x
💾 Checkpoint saved: resnet152_pdt_ep70_sp26.52.pth
Epoch 70/250 | Loss: 0.5619 | Val Acc: 66.07% | Peak VRAM: 15872.49 MB
Epoch 71/250 | Loss: 0.5509 | Val Acc: 63.78% | Peak VRAM: 3897.78 MB
Epoch 72/250 | Loss: 0.5547 | Val Acc: 66.22% | Peak VRAM: 3897.78 MB
Epoch 73/250 | Loss: 0.5436 | Val Acc: 67.46% | Peak VRAM: 3897.78 MB
Epoch 74/250 | Loss: 0.5377 | Val Acc: 65.39% | Peak VRAM: 3897.78 MB
Epoch 75/250 | Loss: 0.5417 | Val Acc: 66.76% | Peak VRAM: 3897.78 MB
Epoch 76/250 | Loss: 0.5354 | Val Acc: 66.95% | Peak VRAM: 3897.78 MB
Epoch 77/250 | Loss: 0.5328 | Val Acc: 66.72% | Peak VRAM: 3897.78 MB
Epoch 78/250 | Loss: 0.5284 | Val Acc: 65.92% | Peak VRAM: 3897.78 MB
