📝 Logging started: resnet152_pdt_20260218_130318.log
✅ CIFAR-100 Data loaded: Train(50000), Val/Test(10000)
Experimental Mode: N/A
Target Model: resnet152 | Dataset: cifar100

[Stage 1] Analyzing Residual Topology for resnet via PyTorch FX...

==================== Final Topology Groups ====================
 Group  1 | Channels:  256 | Layers: layer1.0.conv3 ... (2 layers)
 Group  2 | Channels:  256 | Layers: layer1.0.conv3 ... (3 layers)
 Group  3 | Channels:  256 | Layers: layer1.0.conv3 ... (4 layers)
 Group  4 | Channels:  512 | Layers: layer2.0.conv3 ... (2 layers)
 Group  5 | Channels:  512 | Layers: layer2.0.conv3 ... (3 layers)
 Group  6 | Channels:  512 | Layers: layer2.0.conv3 ... (4 layers)
 Group  7 | Channels:  512 | Layers: layer2.0.conv3 ... (5 layers)
 Group  8 | Channels:  512 | Layers: layer2.0.conv3 ... (6 layers)
 Group  9 | Channels:  512 | Layers: layer2.0.conv3 ... (7 layers)
 Group 10 | Channels:  512 | Layers: layer2.0.conv3 ... (8 layers)
 Group 11 | Channels:  512 | Layers: layer2.0.conv3 ... (9 layers)
 Group 12 | Channels: 1024 | Layers: layer3.0.conv3 ... (2 layers)
 Group 13 | Channels: 1024 | Layers: layer3.0.conv3 ... (3 layers)
 Group 14 | Channels: 1024 | Layers: layer3.0.conv3 ... (4 layers)
 Group 15 | Channels: 1024 | Layers: layer3.0.conv3 ... (5 layers)
 Group 16 | Channels: 1024 | Layers: layer3.0.conv3 ... (6 layers)
 Group 17 | Channels: 1024 | Layers: layer3.0.conv3 ... (7 layers)
 Group 18 | Channels: 1024 | Layers: layer3.0.conv3 ... (8 layers)
 Group 19 | Channels: 1024 | Layers: layer3.0.conv3 ... (9 layers)
 Group 20 | Channels: 1024 | Layers: layer3.0.conv3 ... (10 layers)
 Group 21 | Channels: 1024 | Layers: layer3.0.conv3 ... (11 layers)
 Group 22 | Channels: 1024 | Layers: layer3.0.conv3 ... (12 layers)
 Group 23 | Channels: 1024 | Layers: layer3.0.conv3 ... (13 layers)
 Group 24 | Channels: 1024 | Layers: layer3.0.conv3 ... (14 layers)
 Group 25 | Channels: 1024 | Layers: layer3.0.conv3 ... (15 layers)
 Group 26 | Channels: 1024 | Layers: layer3.0.conv3 ... (16 layers)
 Group 27 | Channels: 1024 | Layers: layer3.0.conv3 ... (17 layers)
 Group 28 | Channels: 1024 | Layers: layer3.0.conv3 ... (18 layers)
 Group 29 | Channels: 1024 | Layers: layer3.0.conv3 ... (19 layers)
 Group 30 | Channels: 1024 | Layers: layer3.0.conv3 ... (20 layers)
 Group 31 | Channels: 1024 | Layers: layer3.0.conv3 ... (21 layers)
 Group 32 | Channels: 1024 | Layers: layer3.0.conv3 ... (22 layers)
 Group 33 | Channels: 1024 | Layers: layer3.0.conv3 ... (23 layers)
 Group 34 | Channels: 1024 | Layers: layer3.0.conv3 ... (24 layers)
 Group 35 | Channels: 1024 | Layers: layer3.0.conv3 ... (25 layers)
 Group 36 | Channels: 1024 | Layers: layer3.0.conv3 ... (26 layers)
 Group 37 | Channels: 1024 | Layers: layer3.0.conv3 ... (27 layers)
 Group 38 | Channels: 1024 | Layers: layer3.0.conv3 ... (28 layers)
 Group 39 | Channels: 1024 | Layers: layer3.0.conv3 ... (29 layers)
 Group 40 | Channels: 1024 | Layers: layer3.0.conv3 ... (30 layers)
 Group 41 | Channels: 1024 | Layers: layer3.0.conv3 ... (31 layers)
 Group 42 | Channels: 1024 | Layers: layer3.0.conv3 ... (32 layers)
 Group 43 | Channels: 1024 | Layers: layer3.0.conv3 ... (33 layers)
 Group 44 | Channels: 1024 | Layers: layer3.0.conv3 ... (34 layers)
 Group 45 | Channels: 1024 | Layers: layer3.0.conv3 ... (35 layers)
 Group 46 | Channels: 1024 | Layers: layer3.0.conv3 ... (36 layers)
 Group 47 | Channels: 1024 | Layers: layer3.0.conv3 ... (37 layers)
 Group 48 | Channels: 2048 | Layers: layer4.0.conv3 ... (2 layers)
 Group 49 | Channels: 2048 | Layers: layer4.0.conv3 ... (3 layers)
 Group 50 | Channels: 2048 | Layers: layer4.0.conv3 ... (4 layers)
===============================================================
[*] Total 50 groups identified.


[Pruner Init] Identified 50 groups for pruning.
[*] Applied Min Survival Guarantee: 10.0%
[System] Initializing PDTPruner (Stable Version)

>>> Strategy: PDT | Total Epochs: 300
>>> Pruning starts at Epoch 40, every 10 epochs.
Epoch 1/300 | Loss: 4.3921 | Val Acc: 8.92% | Peak VRAM: 3895.78 MB
 Group  8 |  512/ 512 |     0.0% | Hessian: 0.040189
 Group  9 |  512/ 512 |     0.0% | Hessian: 0.040189
 Group 10 |  512/ 512 |     0.0% | Hessian: 0.040189
 Group 11 |  512/ 512 |     0.0% | Hessian: 0.040189
 Group 12 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 13 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 14 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 15 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 16 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 17 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 18 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 19 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 20 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 21 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 22 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 23 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 24 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 25 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 26 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 27 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 28 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 29 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 30 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 31 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 32 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 33 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 34 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 35 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 36 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 37 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 38 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 39 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 40 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 41 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 42 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 43 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 44 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 45 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 46 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 47 |  791/1024 |    22.8% | Hessian: 0.077320
 Group 48 | 1811/2048 |    11.6% | Hessian: 0.114514
 Group 49 | 1811/2048 |    11.6% | Hessian: 0.114514
 Group 50 | 1811/2048 |    11.6% | Hessian: 0.114514

[Scientific Metrics] 🟢 Size: 211.03MB | 🔵 Sparsity: 4.93% | 🟡 Speedup: 1.05x
=========================================================================================


[Scientific Metrics - Epoch 40]
 🟢 Model Size: 221.98 MB -> 211.03 MB
 🔵 Sparsity: 12.61 %
 🟡 Speedup: 1.05x
💾 Checkpoint saved: resnet152_pdt_ep40_sp12.61.pth
Epoch 40/300 | Loss: 0.6710 | Val Acc: 64.23% | Peak VRAM: 15868.99 MB
Epoch 41/300 | Loss: 0.6524 | Val Acc: 66.91% | Peak VRAM: 3893.78 MB
Epoch 42/300 | Loss: 0.6450 | Val Acc: 61.04% | Peak VRAM: 3893.78 MB
Epoch 43/300 | Loss: 0.6369 | Val Acc: 66.51% | Peak VRAM: 3893.78 MB
Epoch 44/300 | Loss: 0.6294 | Val Acc: 65.59% | Peak VRAM: 3893.78 MB
Epoch 45/300 | Loss: 0.6123 | Val Acc: 64.42% | Peak VRAM: 3893.78 MB
Epoch 46/300 | Loss: 0.6116 | Val Acc: 63.58% | Peak VRAM: 3893.78 MB
Epoch 47/300 | Loss: 0.6016 | Val Acc: 66.72% | Peak VRAM: 3893.78 MB
Epoch 48/300 | Loss: 0.5945 | Val Acc: 68.05% | Peak VRAM: 3893.78 MB
Epoch 49/300 | Loss: 0.5888 | Val Acc: 66.45% | Peak VRAM: 3893.78 MB

[DEBUG] >>> PRUNING @ Epoch 50

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 50/300

============================== PDT Pruning Report: Epoch 50 ==============================
 [*] Pruned this step: 2 units | VRAM: 4140.3MB -> 4140.3MB
 Group  1 |  254/ 256 |     0.8% | Hessian: 0.133008
 Group  2 |  254/ 256 |     0.8% | Hessian: 0.133008
 Group  3 |  254/ 256 |     0.8% | Hessian: 0.133008
 Group  4 |  511/ 512 |     0.2% | Hessian: 0.078855
 Group  5 |  511/ 512 |     0.2% | Hessian: 0.078855
 Group  6 |  511/ 512 |     0.2% | Hessian: 0.078855
 Group  7 |  511/ 512 |     0.2% | Hessian: 0.078855
 Group  8 |  511/ 512 |     0.2% | Hessian: 0.078855
 Group  9 |  511/ 512 |     0.2% | Hessian: 0.078855
 Group 10 |  511/ 512 |     0.2% | Hessian: 0.078855
 Group 11 |  511/ 512 |     0.2% | Hessian: 0.078855
 Group 12 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 13 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 14 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 15 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 16 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 17 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 18 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 19 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 20 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 21 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 22 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 23 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 24 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 25 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 26 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 27 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 28 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 29 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 30 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 31 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 32 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 33 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 34 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 35 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 36 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 37 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 38 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 39 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 40 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 41 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 42 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 43 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 44 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 45 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 46 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 47 |  791/1024 |    22.8% | Hessian: 0.054920
 Group 48 | 1811/2048 |    11.6% | Hessian: 0.098679
 Group 49 | 1811/2048 |    11.6% | Hessian: 0.098679
 Group 50 | 1811/2048 |    11.6% | Hessian: 0.098679

[Scientific Metrics] 🟢 Size: 211.02MB | 🔵 Sparsity: 4.93% | 🟡 Speedup: 1.05x
=========================================================================================


[Scientific Metrics - Epoch 50]
 🟢 Model Size: 221.98 MB -> 211.02 MB
 🔵 Sparsity: 12.61 %
 🟡 Speedup: 1.05x
💾 Checkpoint saved: resnet152_pdt_ep50_sp12.61.pth
Epoch 50/300 | Loss: 0.5846 | Val Acc: 64.42% | Peak VRAM: 15869.24 MB
Epoch 51/300 | Loss: 0.5812 | Val Acc: 66.65% | Peak VRAM: 3895.78 MB
Epoch 52/300 | Loss: 0.5651 | Val Acc: 66.17% | Peak VRAM: 3895.78 MB
Epoch 53/300 | Loss: 0.5671 | Val Acc: 65.89% | Peak VRAM: 3895.78 MB
Epoch 54/300 | Loss: 0.5616 | Val Acc: 68.26% | Peak VRAM: 3895.78 MB
Epoch 55/300 | Loss: 0.5532 | Val Acc: 62.24% | Peak VRAM: 3895.78 MB
Epoch 56/300 | Loss: 0.5558 | Val Acc: 65.83% | Peak VRAM: 3895.78 MB
Epoch 57/300 | Loss: 0.5505 | Val Acc: 65.42% | Peak VRAM: 3895.78 MB
Epoch 58/300 | Loss: 0.5423 | Val Acc: 66.45% | Peak VRAM: 3895.78 MB
Epoch 59/300 | Loss: 0.5512 | Val Acc: 66.89% | Peak VRAM: 3895.78 MB

[DEBUG] >>> PRUNING @ Epoch 60

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 60/300

============================== PDT Pruning Report: Epoch 60 ==============================
 [*] Pruned this step: 4 units | VRAM: 4142.8MB -> 4142.8MB
 Group  1 |  252/ 256 |     1.6% | Hessian: 0.093743
 Group  2 |  252/ 256 |     1.6% | Hessian: 0.093743
 Group  3 |  252/ 256 |     1.6% | Hessian: 0.093743
 Group  4 |  511/ 512 |     0.2% | Hessian: 0.040213
 Group  5 |  511/ 512 |     0.2% | Hessian: 0.040213
 Group  6 |  511/ 512 |     0.2% | Hessian: 0.040213
 Group  7 |  511/ 512 |     0.2% | Hessian: 0.040213
 Group  8 |  511/ 512 |     0.2% | Hessian: 0.040213
 Group  9 |  511/ 512 |     0.2% | Hessian: 0.040213
 Group 10 |  511/ 512 |     0.2% | Hessian: 0.040213
 Group 11 |  511/ 512 |     0.2% | Hessian: 0.040213
 Group 12 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 13 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 14 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 15 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 16 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 17 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 18 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 19 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 20 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 21 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 22 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 23 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 24 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 25 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 26 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 27 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 28 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 29 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 30 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 31 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 32 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 33 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 34 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 35 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 36 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 37 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 38 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 39 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 40 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 41 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 42 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 43 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 44 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 45 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 46 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 47 |  791/1024 |    22.8% | Hessian: 0.055830
 Group 48 | 1811/2048 |    11.6% | Hessian: 0.054627
 Group 49 | 1811/2048 |    11.6% | Hessian: 0.054627
 Group 50 | 1811/2048 |    11.6% | Hessian: 0.054627

[Scientific Metrics] 🟢 Size: 211.02MB | 🔵 Sparsity: 4.93% | 🟡 Speedup: 1.05x
=========================================================================================


[Scientific Metrics - Epoch 60]
 🟢 Model Size: 221.98 MB -> 211.02 MB
 🔵 Sparsity: 12.62 %
 🟡 Speedup: 1.05x
💾 Checkpoint saved: resnet152_pdt_ep60_sp12.62.pth
Epoch 60/300 | Loss: 0.5372 | Val Acc: 65.80% | Peak VRAM: 15872.49 MB
Epoch 61/300 | Loss: 0.5321 | Val Acc: 67.09% | Peak VRAM: 3897.78 MB
Epoch 62/300 | Loss: 0.5262 | Val Acc: 65.46% | Peak VRAM: 3897.78 MB
Epoch 63/300 | Loss: 0.5315 | Val Acc: 65.60% | Peak VRAM: 3897.78 MB
Epoch 64/300 | Loss: 0.5336 | Val Acc: 68.32% | Peak VRAM: 3897.78 MB
Epoch 65/300 | Loss: 0.5165 | Val Acc: 66.28% | Peak VRAM: 3897.78 MB
Epoch 66/300 | Loss: 0.5217 | Val Acc: 65.83% | Peak VRAM: 3897.78 MB
Epoch 67/300 | Loss: 0.5226 | Val Acc: 68.05% | Peak VRAM: 3897.78 MB
Epoch 68/300 | Loss: 0.5136 | Val Acc: 65.80% | Peak VRAM: 3897.78 MB
Epoch 69/300 | Loss: 0.5130 | Val Acc: 65.94% | Peak VRAM: 3897.78 MB

[DEBUG] >>> PRUNING @ Epoch 70

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 70/300

============================== PDT Pruning Report: Epoch 70 ==============================
 [*] Pruned this step: 6 units | VRAM: 4143.1MB -> 4143.1MB
 Group  1 |  250/ 256 |     2.3% | Hessian: 0.158354
 Group  2 |  250/ 256 |     2.3% | Hessian: 0.158354
 Group  3 |  250/ 256 |     2.3% | Hessian: 0.158354
 Group  4 |  510/ 512 |     0.4% | Hessian: 0.046187
 Group  5 |  510/ 512 |     0.4% | Hessian: 0.046187
 Group  6 |  510/ 512 |     0.4% | Hessian: 0.046187
 Group  7 |  510/ 512 |     0.4% | Hessian: 0.046187
 Group  8 |  510/ 512 |     0.4% | Hessian: 0.046187
 Group  9 |  510/ 512 |     0.4% | Hessian: 0.046187
 Group 10 |  510/ 512 |     0.4% | Hessian: 0.046187
