📝 Logging started: resnet152_pdt_20260219_093420.log
✅ CIFAR-100 Data loaded: Train(50000), Val/Test(10000)
Experimental Mode: N/A
Target Model: resnet152 | Dataset: cifar100

[Stage 1] Analyzing Residual Topology for resnet via PyTorch FX...

==================== Final Topology Groups ====================
 Group  1 | Channels:  256 | Layers: layer1.0.conv3 ... (2 layers)
 Group  2 | Channels:  256 | Layers: layer1.0.conv3 ... (3 layers)
 Group  3 | Channels:  256 | Layers: layer1.0.conv3 ... (4 layers)
 Group  4 | Channels:  512 | Layers: layer2.0.conv3 ... (2 layers)
 Group  5 | Channels:  512 | Layers: layer2.0.conv3 ... (3 layers)
 Group  6 | Channels:  512 | Layers: layer2.0.conv3 ... (4 layers)
 Group  7 | Channels:  512 | Layers: layer2.0.conv3 ... (5 layers)
 Group  8 | Channels:  512 | Layers: layer2.0.conv3 ... (6 layers)
 Group  9 | Channels:  512 | Layers: layer2.0.conv3 ... (7 layers)
 Group 10 | Channels:  512 | Layers: layer2.0.conv3 ... (8 layers)
 Group 11 | Channels:  512 | Layers: layer2.0.conv3 ... (9 layers)
 Group 12 | Channels: 1024 | Layers: layer3.0.conv3 ... (2 layers)
 Group 13 | Channels: 1024 | Layers: layer3.0.conv3 ... (3 layers)
 Group 14 | Channels: 1024 | Layers: layer3.0.conv3 ... (4 layers)
 Group 15 | Channels: 1024 | Layers: layer3.0.conv3 ... (5 layers)
 Group 16 | Channels: 1024 | Layers: layer3.0.conv3 ... (6 layers)
 Group 17 | Channels: 1024 | Layers: layer3.0.conv3 ... (7 layers)
 Group 18 | Channels: 1024 | Layers: layer3.0.conv3 ... (8 layers)
 Group 19 | Channels: 1024 | Layers: layer3.0.conv3 ... (9 layers)
 Group 20 | Channels: 1024 | Layers: layer3.0.conv3 ... (10 layers)
 Group 21 | Channels: 1024 | Layers: layer3.0.conv3 ... (11 layers)
 Group 22 | Channels: 1024 | Layers: layer3.0.conv3 ... (12 layers)
 Group 23 | Channels: 1024 | Layers: layer3.0.conv3 ... (13 layers)
 Group 24 | Channels: 1024 | Layers: layer3.0.conv3 ... (14 layers)
 Group 25 | Channels: 1024 | Layers: layer3.0.conv3 ... (15 layers)
 Group 26 | Channels: 1024 | Layers: layer3.0.conv3 ... (16 layers)
 Group 27 | Channels: 1024 | Layers: layer3.0.conv3 ... (17 layers)
 Group 28 | Channels: 1024 | Layers: layer3.0.conv3 ... (18 layers)
 Group 29 | Channels: 1024 | Layers: layer3.0.conv3 ... (19 layers)
 Group 30 | Channels: 1024 | Layers: layer3.0.conv3 ... (20 layers)
 Group 31 | Channels: 1024 | Layers: layer3.0.conv3 ... (21 layers)
 Group 32 | Channels: 1024 | Layers: layer3.0.conv3 ... (22 layers)
 Group 33 | Channels: 1024 | Layers: layer3.0.conv3 ... (23 layers)
 Group 34 | Channels: 1024 | Layers: layer3.0.conv3 ... (24 layers)
 Group 35 | Channels: 1024 | Layers: layer3.0.conv3 ... (25 layers)
 Group 36 | Channels: 1024 | Layers: layer3.0.conv3 ... (26 layers)
 Group 37 | Channels: 1024 | Layers: layer3.0.conv3 ... (27 layers)
 Group 38 | Channels: 1024 | Layers: layer3.0.conv3 ... (28 layers)
 Group 39 | Channels: 1024 | Layers: layer3.0.conv3 ... (29 layers)
 Group 40 | Channels: 1024 | Layers: layer3.0.conv3 ... (30 layers)
 Group 41 | Channels: 1024 | Layers: layer3.0.conv3 ... (31 layers)
 Group 42 | Channels: 1024 | Layers: layer3.0.conv3 ... (32 layers)
 Group 43 | Channels: 1024 | Layers: layer3.0.conv3 ... (33 layers)
 Group 44 | Channels: 1024 | Layers: layer3.0.conv3 ... (34 layers)
 Group 45 | Channels: 1024 | Layers: layer3.0.conv3 ... (35 layers)
 Group 46 | Channels: 1024 | Layers: layer3.0.conv3 ... (36 layers)
 Group 47 | Channels: 1024 | Layers: layer3.0.conv3 ... (37 layers)
 Group 48 | Channels: 2048 | Layers: layer4.0.conv3 ... (2 layers)
 Group 49 | Channels: 2048 | Layers: layer4.0.conv3 ... (3 layers)
 Group 50 | Channels: 2048 | Layers: layer4.0.conv3 ... (4 layers)
===============================================================
[*] Total 50 groups identified.


[Pruner Init] Identified 50 groups for pruning.
[*] Applied Min Survival Guarantee: 10.0%
[System] Initializing PDTPruner (Stable Version)

>>> Strategy: PDT | Total Epochs: 200
>>> Pruning starts at Epoch 40, every 20 epochs.
Epoch 1/200 | Loss: 4.3815 | Val Acc: 7.57% | Peak VRAM: 3895.78 MB
 Group  8 |  512/ 512 |     0.0% | Hessian: 0.121082
 Group  9 |  512/ 512 |     0.0% | Hessian: 0.121082
 Group 10 |  512/ 512 |     0.0% | Hessian: 0.121082
 Group 11 |  512/ 512 |     0.0% | Hessian: 0.121082
 Group 12 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 13 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 14 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 15 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 16 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 17 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 18 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 19 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 20 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 21 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 22 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 23 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 24 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 25 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 26 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 27 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 28 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 29 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 30 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 31 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 32 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 33 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 34 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 35 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 36 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 37 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 38 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 39 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 40 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 41 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 42 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 43 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 44 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 45 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 46 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 47 |  553/1024 |    46.0% | Hessian: 0.126787
 Group 48 | 1580/2048 |    22.9% | Hessian: 0.113739
 Group 49 | 1580/2048 |    22.9% | Hessian: 0.113739
 Group 50 | 1580/2048 |    22.9% | Hessian: 0.113739

[Scientific Metrics] 🟢 Size: 199.96MB | 🔵 Sparsity: 9.92% | 🟡 Speedup: 1.11x
=========================================================================================


[Scientific Metrics - Epoch 40]
 🟢 Model Size: 221.98 MB -> 199.96 MB
 🔵 Sparsity: 25.41 %
 🟡 Speedup: 1.11x
💾 Checkpoint saved: resnet152_pdt_ep40_sp25.41.pth
Epoch 40/200 | Loss: 0.7815 | Val Acc: 61.99% | Peak VRAM: 15868.99 MB
Epoch 41/200 | Loss: 0.7504 | Val Acc: 64.95% | Peak VRAM: 3893.78 MB
Epoch 42/200 | Loss: 0.7281 | Val Acc: 62.93% | Peak VRAM: 3893.78 MB
Epoch 43/200 | Loss: 0.6971 | Val Acc: 63.47% | Peak VRAM: 3893.78 MB
Epoch 44/200 | Loss: 0.6911 | Val Acc: 64.90% | Peak VRAM: 3893.78 MB
Epoch 45/200 | Loss: 0.6785 | Val Acc: 63.90% | Peak VRAM: 3893.78 MB
Epoch 46/200 | Loss: 0.6622 | Val Acc: 63.74% | Peak VRAM: 3893.78 MB
Epoch 47/200 | Loss: 0.6467 | Val Acc: 66.91% | Peak VRAM: 3893.78 MB
Epoch 48/200 | Loss: 0.6368 | Val Acc: 66.29% | Peak VRAM: 3893.78 MB
Epoch 49/200 | Loss: 0.6297 | Val Acc: 66.59% | Peak VRAM: 3893.78 MB
Epoch 50/200 | Loss: 0.6233 | Val Acc: 64.56% | Peak VRAM: 3893.78 MB
Epoch 51/200 | Loss: 0.6191 | Val Acc: 67.28% | Peak VRAM: 3893.78 MB
Epoch 52/200 | Loss: 0.6119 | Val Acc: 64.61% | Peak VRAM: 3893.78 MB
Epoch 53/200 | Loss: 0.5965 | Val Acc: 66.13% | Peak VRAM: 3893.78 MB
Epoch 54/200 | Loss: 0.5933 | Val Acc: 66.75% | Peak VRAM: 3893.78 MB
Epoch 55/200 | Loss: 0.5866 | Val Acc: 65.18% | Peak VRAM: 3893.78 MB
Epoch 56/200 | Loss: 0.5818 | Val Acc: 65.32% | Peak VRAM: 3893.78 MB
Epoch 57/200 | Loss: 0.5782 | Val Acc: 66.92% | Peak VRAM: 3893.78 MB
Epoch 58/200 | Loss: 0.5739 | Val Acc: 62.93% | Peak VRAM: 3893.78 MB
Epoch 59/200 | Loss: 0.5746 | Val Acc: 65.57% | Peak VRAM: 3893.78 MB

[DEBUG] >>> PRUNING @ Epoch 60

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 60/200

============================== PDT Pruning Report: Epoch 60 ==============================
 [*] Pruned this step: 9078 units | VRAM: 4140.3MB -> 4140.3MB
 Group  1 |  244/ 256 |     4.7% | Hessian: 0.152776
 Group  2 |  244/ 256 |     4.7% | Hessian: 0.152776
 Group  3 |  244/ 256 |     4.7% | Hessian: 0.152776
 Group  4 |  512/ 512 |     0.0% | Hessian: 0.103344
 Group  5 |  512/ 512 |     0.0% | Hessian: 0.103344
 Group  6 |  512/ 512 |     0.0% | Hessian: 0.103344
 Group  7 |  512/ 512 |     0.0% | Hessian: 0.103344
 Group  8 |  512/ 512 |     0.0% | Hessian: 0.103344
 Group  9 |  512/ 512 |     0.0% | Hessian: 0.103344
 Group 10 |  512/ 512 |     0.0% | Hessian: 0.103344
 Group 11 |  512/ 512 |     0.0% | Hessian: 0.103344
 Group 12 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 13 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 14 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 15 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 16 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 17 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 18 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 19 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 20 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 21 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 22 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 23 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 24 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 25 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 26 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 27 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 28 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 29 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 30 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 31 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 32 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 33 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 34 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 35 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 36 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 37 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 38 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 39 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 40 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 41 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 42 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 43 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 44 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 45 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 46 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 47 |  500/1024 |    51.2% | Hessian: 0.086075
 Group 48 | 1521/2048 |    25.7% | Hessian: 0.080933
 Group 49 | 1521/2048 |    25.7% | Hessian: 0.080933
 Group 50 | 1521/2048 |    25.7% | Hessian: 0.080933

[Scientific Metrics] 🟢 Size: 197.42MB | 🔵 Sparsity: 11.06% | 🟡 Speedup: 1.12x
=========================================================================================


[Scientific Metrics - Epoch 60]
 🟢 Model Size: 221.98 MB -> 197.42 MB
 🔵 Sparsity: 28.33 %
 🟡 Speedup: 1.12x
💾 Checkpoint saved: resnet152_pdt_ep60_sp28.33.pth
Epoch 60/200 | Loss: 0.5996 | Val Acc: 64.85% | Peak VRAM: 15869.24 MB
Epoch 61/200 | Loss: 0.5893 | Val Acc: 64.77% | Peak VRAM: 3895.78 MB
Epoch 62/200 | Loss: 0.5835 | Val Acc: 65.64% | Peak VRAM: 3895.78 MB
Epoch 63/200 | Loss: 0.5757 | Val Acc: 67.87% | Peak VRAM: 3895.78 MB
Epoch 64/200 | Loss: 0.5745 | Val Acc: 63.80% | Peak VRAM: 3895.78 MB
Epoch 65/200 | Loss: 0.5704 | Val Acc: 66.37% | Peak VRAM: 3895.78 MB
Epoch 66/200 | Loss: 0.5649 | Val Acc: 64.63% | Peak VRAM: 3895.78 MB
Epoch 67/200 | Loss: 0.5558 | Val Acc: 67.11% | Peak VRAM: 3895.78 MB
Epoch 68/200 | Loss: 0.5584 | Val Acc: 66.93% | Peak VRAM: 3895.78 MB
Epoch 69/200 | Loss: 0.5468 | Val Acc: 67.01% | Peak VRAM: 3895.78 MB
Epoch 70/200 | Loss: 0.5480 | Val Acc: 65.01% | Peak VRAM: 3895.78 MB
Epoch 71/200 | Loss: 0.5449 | Val Acc: 67.38% | Peak VRAM: 3895.78 MB
Epoch 72/200 | Loss: 0.5436 | Val Acc: 68.04% | Peak VRAM: 3895.78 MB
Epoch 73/200 | Loss: 0.5391 | Val Acc: 65.62% | Peak VRAM: 3895.78 MB
Epoch 74/200 | Loss: 0.5407 | Val Acc: 66.65% | Peak VRAM: 3895.78 MB
Epoch 75/200 | Loss: 0.5324 | Val Acc: 67.09% | Peak VRAM: 3895.78 MB
Epoch 76/200 | Loss: 0.5349 | Val Acc: 65.28% | Peak VRAM: 3895.78 MB
Epoch 77/200 | Loss: 0.5351 | Val Acc: 65.95% | Peak VRAM: 3895.78 MB
Epoch 78/200 | Loss: 0.5272 | Val Acc: 65.31% | Peak VRAM: 3895.78 MB
Epoch 79/200 | Loss: 0.5252 | Val Acc: 66.02% | Peak VRAM: 3895.78 MB

[DEBUG] >>> PRUNING @ Epoch 80

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 80/200

============================== PDT Pruning Report: Epoch 80 ==============================
 [*] Pruned this step: 41398 units | VRAM: 4142.8MB -> 4142.8MB
 Group  1 |  234/ 256 |     8.6% | Hessian: 0.149404
 Group  2 |  234/ 256 |     8.6% | Hessian: 0.149404
 Group  3 |  234/ 256 |     8.6% | Hessian: 0.149404
 Group  4 |  506/ 512 |     1.2% | Hessian: 0.102949
 Group  5 |  506/ 512 |     1.2% | Hessian: 0.102949
 Group  6 |  506/ 512 |     1.2% | Hessian: 0.102949
 Group  7 |  506/ 512 |     1.2% | Hessian: 0.102949
 Group  8 |  506/ 512 |     1.2% | Hessian: 0.102949
 Group  9 |  506/ 512 |     1.2% | Hessian: 0.102949
 Group 10 |  506/ 512 |     1.2% | Hessian: 0.102949
 Group 11 |  506/ 512 |     1.2% | Hessian: 0.102949
 Group 12 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 13 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 14 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 15 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 16 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 17 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 18 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 19 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 20 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 21 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 22 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 23 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 24 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 25 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 26 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 27 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 28 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 29 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 30 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 31 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 32 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 33 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 34 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 35 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 36 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 37 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 38 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 39 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 40 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 41 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 42 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 43 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 44 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 45 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 46 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 47 |  343/1024 |    66.5% | Hessian: 0.024679
 Group 48 | 1240/2048 |    39.5% | Hessian: 0.059133
 Group 49 | 1240/2048 |    39.5% | Hessian: 0.059133
 Group 50 | 1240/2048 |    39.5% | Hessian: 0.059133

[Scientific Metrics] 🟢 Size: 188.87MB | 🔵 Sparsity: 14.91% | 🟡 Speedup: 1.18x
=========================================================================================


[Scientific Metrics - Epoch 80]
 🟢 Model Size: 221.98 MB -> 188.87 MB
 🔵 Sparsity: 37.48 %
