📝 Logging started: resnet152_pdt_20260222_215155.log
✅ CIFAR-100 Data loaded: Train(50000), Val/Test(10000)
Experimental Mode: N/A
Target Model: resnet152 | Dataset: cifar100

[Stage 1] Analyzing Residual Topology for resnet via PyTorch FX...

==================== Final Topology Groups ====================
 Group  1 | Channels:  256 | Layers: layer1.0.conv3 ... (2 layers)
 Group  2 | Channels:  256 | Layers: layer1.0.conv3 ... (3 layers)
 Group  3 | Channels:  256 | Layers: layer1.0.conv3 ... (4 layers)
 Group  4 | Channels:  512 | Layers: layer2.0.conv3 ... (2 layers)
 Group  5 | Channels:  512 | Layers: layer2.0.conv3 ... (3 layers)
 Group  6 | Channels:  512 | Layers: layer2.0.conv3 ... (4 layers)
 Group  7 | Channels:  512 | Layers: layer2.0.conv3 ... (5 layers)
 Group  8 | Channels:  512 | Layers: layer2.0.conv3 ... (6 layers)
 Group  9 | Channels:  512 | Layers: layer2.0.conv3 ... (7 layers)
 Group 10 | Channels:  512 | Layers: layer2.0.conv3 ... (8 layers)
 Group 11 | Channels:  512 | Layers: layer2.0.conv3 ... (9 layers)
 Group 12 | Channels: 1024 | Layers: layer3.0.conv3 ... (2 layers)
 Group 13 | Channels: 1024 | Layers: layer3.0.conv3 ... (3 layers)
 Group 14 | Channels: 1024 | Layers: layer3.0.conv3 ... (4 layers)
 Group 15 | Channels: 1024 | Layers: layer3.0.conv3 ... (5 layers)
 Group 16 | Channels: 1024 | Layers: layer3.0.conv3 ... (6 layers)
 Group 17 | Channels: 1024 | Layers: layer3.0.conv3 ... (7 layers)
 Group 18 | Channels: 1024 | Layers: layer3.0.conv3 ... (8 layers)
 Group 19 | Channels: 1024 | Layers: layer3.0.conv3 ... (9 layers)
 Group 20 | Channels: 1024 | Layers: layer3.0.conv3 ... (10 layers)
 Group 21 | Channels: 1024 | Layers: layer3.0.conv3 ... (11 layers)
 Group 22 | Channels: 1024 | Layers: layer3.0.conv3 ... (12 layers)
 Group 23 | Channels: 1024 | Layers: layer3.0.conv3 ... (13 layers)
 Group 24 | Channels: 1024 | Layers: layer3.0.conv3 ... (14 layers)
 Group 25 | Channels: 1024 | Layers: layer3.0.conv3 ... (15 layers)
 Group 26 | Channels: 1024 | Layers: layer3.0.conv3 ... (16 layers)
 Group 27 | Channels: 1024 | Layers: layer3.0.conv3 ... (17 layers)
 Group 28 | Channels: 1024 | Layers: layer3.0.conv3 ... (18 layers)
 Group 29 | Channels: 1024 | Layers: layer3.0.conv3 ... (19 layers)
 Group 30 | Channels: 1024 | Layers: layer3.0.conv3 ... (20 layers)
 Group 31 | Channels: 1024 | Layers: layer3.0.conv3 ... (21 layers)
 Group 32 | Channels: 1024 | Layers: layer3.0.conv3 ... (22 layers)
 Group 33 | Channels: 1024 | Layers: layer3.0.conv3 ... (23 layers)
 Group 34 | Channels: 1024 | Layers: layer3.0.conv3 ... (24 layers)
 Group 35 | Channels: 1024 | Layers: layer3.0.conv3 ... (25 layers)
 Group 36 | Channels: 1024 | Layers: layer3.0.conv3 ... (26 layers)
 Group 37 | Channels: 1024 | Layers: layer3.0.conv3 ... (27 layers)
 Group 38 | Channels: 1024 | Layers: layer3.0.conv3 ... (28 layers)
 Group 39 | Channels: 1024 | Layers: layer3.0.conv3 ... (29 layers)
 Group 40 | Channels: 1024 | Layers: layer3.0.conv3 ... (30 layers)
 Group 41 | Channels: 1024 | Layers: layer3.0.conv3 ... (31 layers)
 Group 42 | Channels: 1024 | Layers: layer3.0.conv3 ... (32 layers)
 Group 43 | Channels: 1024 | Layers: layer3.0.conv3 ... (33 layers)
 Group 44 | Channels: 1024 | Layers: layer3.0.conv3 ... (34 layers)
 Group 45 | Channels: 1024 | Layers: layer3.0.conv3 ... (35 layers)
 Group 46 | Channels: 1024 | Layers: layer3.0.conv3 ... (36 layers)
 Group 47 | Channels: 1024 | Layers: layer3.0.conv3 ... (37 layers)
 Group 48 | Channels: 2048 | Layers: layer4.0.conv3 ... (2 layers)
 Group 49 | Channels: 2048 | Layers: layer4.0.conv3 ... (3 layers)
 Group 50 | Channels: 2048 | Layers: layer4.0.conv3 ... (4 layers)
===============================================================
[*] Total 50 groups identified.


[Pruner Init] Identified 50 groups for pruning.
[*] Applied Min Survival Guarantee: 10.0%
[System] Initializing PDTPruner (Stable Version)

>>> Strategy: PDT | Total Epochs: 200
>>> Pruning starts at Epoch 40, every 20 epochs.
Epoch 1/200 | Loss: 4.3911 | Val Acc: 8.70% | Peak VRAM: 3895.78 MB
 Group  5 |  512/ 512 |     0.0% | Hessian: 0.099502
 Group  6 |  512/ 512 |     0.0% | Hessian: 0.099502
 Group  7 |  512/ 512 |     0.0% | Hessian: 0.099502
 Group  8 |  512/ 512 |     0.0% | Hessian: 0.099502
 Group  9 |  512/ 512 |     0.0% | Hessian: 0.099502
 Group 10 |  512/ 512 |     0.0% | Hessian: 0.099502
 Group 11 |  512/ 512 |     0.0% | Hessian: 0.099502
 Group 12 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 13 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 14 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 15 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 16 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 17 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 18 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 19 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 20 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 21 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 22 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 23 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 24 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 25 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 26 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 27 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 28 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 29 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 30 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 31 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 32 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 33 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 34 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 35 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 36 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 37 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 38 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 39 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 40 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 41 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 42 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 43 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 44 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 45 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 46 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 47 |  550/1024 |    46.3% | Hessian: 0.107994
 Group 48 | 1550/2048 |    24.3% | Hessian: 0.078907
 Group 49 | 1550/2048 |    24.3% | Hessian: 0.078907
 Group 50 | 1550/2048 |    24.3% | Hessian: 0.078907

[Scientific Metrics] 🟢 Size: 199.59MB | 🔵 Sparsity: 10.08% | 🟡 Speedup: 1.11x
=========================================================================================


[Scientific Metrics - Epoch 40]
 🟢 Model Size: 221.98 MB -> 199.59 MB
 🔵 Sparsity: 25.66 %
 🟡 Speedup: 1.11x
💾 Checkpoint saved: resnet152_pdt_ep40_sp25.66.pth
Epoch 40/200 | Loss: 1.1939 | Val Acc: 56.48% | Peak VRAM: 15868.74 MB
Epoch 41/200 | Loss: 0.7610 | Val Acc: 65.45% | Peak VRAM: 3893.78 MB
Epoch 42/200 | Loss: 0.7344 | Val Acc: 64.73% | Peak VRAM: 3893.78 MB
Epoch 43/200 | Loss: 0.7113 | Val Acc: 63.87% | Peak VRAM: 3893.78 MB
Epoch 44/200 | Loss: 0.7006 | Val Acc: 64.58% | Peak VRAM: 3893.78 MB
Epoch 45/200 | Loss: 0.6788 | Val Acc: 66.65% | Peak VRAM: 3893.78 MB
Epoch 46/200 | Loss: 0.6692 | Val Acc: 63.55% | Peak VRAM: 3893.78 MB
Epoch 47/200 | Loss: 0.6564 | Val Acc: 64.53% | Peak VRAM: 3893.78 MB
Epoch 48/200 | Loss: 0.6505 | Val Acc: 66.15% | Peak VRAM: 3893.78 MB
Epoch 49/200 | Loss: 0.6347 | Val Acc: 63.91% | Peak VRAM: 3893.78 MB
Epoch 50/200 | Loss: 0.6266 | Val Acc: 64.61% | Peak VRAM: 3893.78 MB
Epoch 51/200 | Loss: 0.6213 | Val Acc: 65.18% | Peak VRAM: 3893.78 MB
Epoch 52/200 | Loss: 0.6034 | Val Acc: 67.57% | Peak VRAM: 3893.78 MB
Epoch 53/200 | Loss: 0.6038 | Val Acc: 64.77% | Peak VRAM: 3893.78 MB
Epoch 54/200 | Loss: 0.5987 | Val Acc: 67.60% | Peak VRAM: 3893.78 MB
Epoch 55/200 | Loss: 0.5920 | Val Acc: 66.27% | Peak VRAM: 3893.78 MB
Epoch 56/200 | Loss: 0.5858 | Val Acc: 67.52% | Peak VRAM: 3893.78 MB
Epoch 57/200 | Loss: 0.5789 | Val Acc: 66.00% | Peak VRAM: 3893.78 MB
Epoch 58/200 | Loss: 0.5755 | Val Acc: 66.82% | Peak VRAM: 3893.78 MB
Epoch 59/200 | Loss: 0.5717 | Val Acc: 68.00% | Peak VRAM: 3893.78 MB

[DEBUG] >>> PRUNING @ Epoch 60

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 60/200

============================== PDT Pruning Report: Epoch 60 ==============================
 [*] Pruned this step: 7994 units | VRAM: 4140.1MB -> 4140.1MB
 Group  1 |  244/ 256 |     4.7% | Hessian: 0.095009
 Group  2 |  244/ 256 |     4.7% | Hessian: 0.095009
 Group  3 |  244/ 256 |     4.7% | Hessian: 0.095009
 Group  4 |  508/ 512 |     0.8% | Hessian: 0.045374
 Group  5 |  508/ 512 |     0.8% | Hessian: 0.045374
 Group  6 |  508/ 512 |     0.8% | Hessian: 0.045374
 Group  7 |  508/ 512 |     0.8% | Hessian: 0.045374
 Group  8 |  508/ 512 |     0.8% | Hessian: 0.045374
 Group  9 |  508/ 512 |     0.8% | Hessian: 0.045374
 Group 10 |  508/ 512 |     0.8% | Hessian: 0.045374
 Group 11 |  508/ 512 |     0.8% | Hessian: 0.045374
 Group 12 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 13 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 14 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 15 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 16 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 17 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 18 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 19 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 20 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 21 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 22 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 23 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 24 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 25 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 26 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 27 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 28 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 29 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 30 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 31 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 32 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 33 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 34 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 35 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 36 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 37 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 38 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 39 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 40 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 41 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 42 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 43 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 44 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 45 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 46 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 47 |  499/1024 |    51.3% | Hessian: 0.044485
 Group 48 | 1548/2048 |    24.4% | Hessian: 0.092276
 Group 49 | 1548/2048 |    24.4% | Hessian: 0.092276
 Group 50 | 1548/2048 |    24.4% | Hessian: 0.092276

[Scientific Metrics] 🟢 Size: 197.68MB | 🔵 Sparsity: 10.95% | 🟡 Speedup: 1.12x
=========================================================================================


[Scientific Metrics - Epoch 60]
 🟢 Model Size: 221.98 MB -> 197.68 MB
 🔵 Sparsity: 28.19 %
 🟡 Speedup: 1.12x
💾 Checkpoint saved: resnet152_pdt_ep60_sp28.19.pth
Epoch 60/200 | Loss: 0.5987 | Val Acc: 62.77% | Peak VRAM: 15869.99 MB
Epoch 61/200 | Loss: 0.5852 | Val Acc: 66.15% | Peak VRAM: 3896.78 MB
Epoch 62/200 | Loss: 0.5806 | Val Acc: 64.83% | Peak VRAM: 3896.78 MB
Epoch 63/200 | Loss: 0.5784 | Val Acc: 65.36% | Peak VRAM: 3896.78 MB
Epoch 64/200 | Loss: 0.5773 | Val Acc: 67.70% | Peak VRAM: 3896.78 MB
Epoch 65/200 | Loss: 0.5678 | Val Acc: 68.10% | Peak VRAM: 3896.78 MB
Epoch 66/200 | Loss: 0.5550 | Val Acc: 65.56% | Peak VRAM: 3896.78 MB
Epoch 67/200 | Loss: 0.5548 | Val Acc: 66.55% | Peak VRAM: 3896.78 MB
Epoch 68/200 | Loss: 0.5521 | Val Acc: 66.37% | Peak VRAM: 3896.78 MB
Epoch 69/200 | Loss: 0.5499 | Val Acc: 67.10% | Peak VRAM: 3896.78 MB
Epoch 70/200 | Loss: 0.5449 | Val Acc: 67.44% | Peak VRAM: 3896.78 MB
Epoch 71/200 | Loss: 0.5443 | Val Acc: 65.34% | Peak VRAM: 3896.78 MB
Epoch 72/200 | Loss: 0.5461 | Val Acc: 66.59% | Peak VRAM: 3896.78 MB
Epoch 73/200 | Loss: 0.5412 | Val Acc: 67.76% | Peak VRAM: 3896.78 MB
Epoch 74/200 | Loss: 0.5360 | Val Acc: 67.27% | Peak VRAM: 3896.78 MB
Epoch 75/200 | Loss: 0.5378 | Val Acc: 66.33% | Peak VRAM: 3896.78 MB
Epoch 76/200 | Loss: 0.5322 | Val Acc: 66.46% | Peak VRAM: 3896.78 MB
Epoch 77/200 | Loss: 0.5333 | Val Acc: 67.92% | Peak VRAM: 3896.78 MB
Epoch 78/200 | Loss: 0.5273 | Val Acc: 65.77% | Peak VRAM: 3896.78 MB
Epoch 79/200 | Loss: 0.5319 | Val Acc: 66.28% | Peak VRAM: 3896.78 MB

[DEBUG] >>> PRUNING @ Epoch 80

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 80/200

============================== PDT Pruning Report: Epoch 80 ==============================
 [*] Pruned this step: 41766 units | VRAM: 4143.3MB -> 4143.3MB
 Group  1 |  234/ 256 |     8.6% | Hessian: 0.094194
 Group  2 |  234/ 256 |     8.6% | Hessian: 0.094194
 Group  3 |  234/ 256 |     8.6% | Hessian: 0.094194
 Group  4 |  501/ 512 |     2.1% | Hessian: 0.104990
 Group  5 |  501/ 512 |     2.1% | Hessian: 0.104990
 Group  6 |  501/ 512 |     2.1% | Hessian: 0.104990
 Group  7 |  501/ 512 |     2.1% | Hessian: 0.104990
 Group  8 |  501/ 512 |     2.1% | Hessian: 0.104990
 Group  9 |  501/ 512 |     2.1% | Hessian: 0.104990
 Group 10 |  501/ 512 |     2.1% | Hessian: 0.104990
 Group 11 |  501/ 512 |     2.1% | Hessian: 0.104990
 Group 12 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 13 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 14 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 15 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 16 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 17 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 18 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 19 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 20 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 21 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 22 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 23 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 24 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 25 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 26 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 27 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 28 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 29 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 30 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 31 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 32 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 33 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 34 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 35 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 36 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 37 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 38 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 39 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 40 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 41 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 42 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 43 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 44 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 45 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 46 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 47 |  326/1024 |    68.2% | Hessian: 0.048854
 Group 48 | 1229/2048 |    40.0% | Hessian: 0.072345
 Group 49 | 1229/2048 |    40.0% | Hessian: 0.072345
 Group 50 | 1229/2048 |    40.0% | Hessian: 0.072345

